position,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season,dpoy,allpro
10,1,7,0,0,0,0,0,12,0,0
4,18,20,13,0,0,0,0,9,0,0
1,8,4,0,0,0,0,0,0,0,0
7,2,2,0,0,0,0,0,12,0,0
8,44,41,8,0,0,0,0,9,0,0
3,86,18,41,5,2,0,2,1,0,0
3,16,4,9,0,0,0,3,3,0,0
3,43,25,10,0,0,0,6,9,0,0
1,39,7,0,0,4,0,0,0,0,0
8,84,39,8,0,2,0,1,6,0,0
3,3,2,0,0,0,0,0,1,0,0
4,11,9,6,0,0,0,2,6,0,0
1,18,3,0,0,0,0,0,8,0,0
1,10,1,0,0,0,0,2,15,0,0
1,5,0,0,0,0,0,0,3,0,0
7,45,23,0,0,0,0,0,0,0,0
12,56,17,0,0,4,0,0,4,0,0
4,10,7,0,0,0,0,0,10,0,0
1,8,1,0,0,0,0,0,4,0,0
4,5,8,0,0,0,0,2,13,0,0
8,73,37,4,0,3,0,2,0,0,0
12,17,22,0,0,0,0,5,5,0,0
8,52,13,15,0,4,0,6,3,0,0
4,12,6,4,0,0,0,0,0,0,0
9,28,13,0,0,2,2,0,4,0,0
1,1,0,0,0,0,0,0,4,0,0
7,4,1,0,0,0,0,0,3,0,0
1,20,0,0,0,0,0,0,7,0,0
5,36,14,0,0,2,0,0,4,0,0
1,3,1,0,0,0,0,0,10,0,0
1,40,11,0,0,4,0,6,4,0,0
1,17,10,4,0,0,0,0,4,0,0
1,65,11,0,0,0,0,0,1,0,0
4,15,5,15,0,0,0,1,1,0,0
1,21,8,0,0,0,0,0,7,0,0
13,4,2,0,0,2,0,0,0,0,0
13,21,13,0,0,2,0,0,6,0,0
5,30,7,0,0,4,0,2,1,0,0
1,60,11,3,0,16,2,8,0,0,1
11,2,3,0,0,0,0,0,4,0,0
1,12,3,0,0,0,0,0,0,0,0
8,19,11,7,0,0,0,0,0,0,0
11,2,0,0,0,0,0,0,4,0,0
13,14,2,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,3,0,0
3,5,10,0,0,1,0,0,5,0,0
8,31,16,7,0,0,0,0,5,0,0
12,1,1,0,0,0,0,0,4,0,0
11,2,0,0,0,0,0,0,3,0,0
13,3,1,0,0,0,0,0,9,0,0
4,6,1,0,0,0,0,0,9,0,0
11,16,13,4,0,0,0,0,4,0,0
3,3,0,0,0,0,0,0,3,0,0
1,33,7,0,0,2,0,0,8,0,0
1,6,1,0,0,0,0,0,1,0,0
3,1,0,0,0,0,0,0,1,0,0
3,3,0,0,0,0,0,0,0,0,0
3,10,6,4,0,0,0,0,4,0,0
4,17,6,4,0,0,0,0,0,0,0
11,16,4,4,0,0,0,0,1,0,0
13,38,5,8,0,0,0,1,7,0,0
8,11,8,0,0,0,0,0,0,0,0
5,19,3,0,0,0,0,0,7,0,0
1,6,0,0,0,1,1,0,8,0,0
11,4,0,0,0,0,0,0,2,0,0
8,4,1,0,0,0,0,0,9,0,0
1,59,14,11,0,6,4,0,0,0,0
10,3,1,0,0,0,0,0,7,0,0
7,1,0,0,0,0,0,0,8,0,0
4,1,0,0,0,0,0,0,15,0,0
8,12,20,0,0,0,0,0,3,0,0
4,2,2,0,0,0,0,0,3,0,0
2,8,1,0,0,1,0,0,9,0,0
1,2,0,0,0,0,0,0,5,0,0
3,6,0,3,0,0,0,4,2,0,0
4,1,0,0,0,0,0,0,9,0,0
12,10,0,0,0,0,0,0,1,0,0
11,11,10,0,0,0,0,0,14,0,0
1,4,3,0,0,0,0,0,3,0,0
4,22,11,4,0,0,0,0,3,0,0
12,10,1,7,0,0,0,4,0,0,0
11,7,6,0,0,0,0,0,12,0,0
8,5,2,0,0,0,0,0,8,0,0
3,2,2,0,0,0,0,0,1,0,0
13,1,0,0,0,0,0,0,11,0,0
13,1,0,0,0,0,0,0,11,0,0
13,7,2,0,0,0,0,0,5,0,0
8,3,2,0,0,0,0,0,1,0,0
5,31,11,0,0,4,0,0,1,0,0
7,7,8,0,0,2,0,0,3,0,0
5,24,21,0,0,2,2,0,0,0,0
13,15,3,0,0,0,0,0,2,0,0
11,14,5,0,0,0,0,0,1,0,0
8,8,12,0,0,0,0,0,3,0,0
2,29,10,0,0,2,0,0,13,0,0
13,15,5,0,0,0,0,0,0,0,0
8,1,2,0,0,0,0,0,13,0,0
2,1,0,0,0,0,0,0,7,0,0
2,5,0,0,0,2,0,0,7,0,0
1,12,5,0,0,0,0,0,3,0,0
4,1,0,0,0,0,0,0,5,0,0
11,3,4,3,0,0,0,0,1,0,0
1,6,3,0,0,0,0,0,6,0,0
1,12,1,0,0,0,0,2,6,0,0
8,62,31,4,0,4,0,0,4,0,0
9,1,0,0,0,0,0,0,12,0,0
1,1,0,0,0,0,0,0,13,0,0
8,78,59,4,0,0,0,0,0,0,0
12,24,7,0,0,2,0,0,1,0,0
8,11,7,4,0,2,0,0,9,0,0
13,5,0,0,0,0,0,0,12,0,0
1,12,8,0,0,2,0,0,13,0,0
1,0,1,0,0,0,0,0,2,0,0
8,14,4,0,0,0,0,0,9,0,0
1,3,0,0,0,0,0,0,7,0,1
1,34,10,0,0,6,2,2,2,0,0
3,9,1,0,0,0,0,0,2,0,0
11,0,1,0,0,0,0,0,1,0,0
11,20,13,12,0,0,0,3,0,0,0
13,1,1,0,0,0,0,0,9,0,0
3,32,12,32,0,0,0,3,0,0,0
4,2,1,0,0,0,0,0,5,0,0
13,0,1,0,0,0,0,0,7,0,0
13,14,13,0,0,2,0,0,0,0,0
1,28,6,4,0,2,0,0,1,0,0
9,1,0,0,0,0,0,0,4,0,0
3,17,4,12,0,0,0,0,0,0,0
8,114,68,4,0,4,0,0,7,0,0
3,21,18,6,0,0,0,3,12,0,0
11,12,13,13,0,0,0,0,15,0,0
3,36,32,7,0,0,0,0,0,0,0
8,95,64,8,0,7,0,0,0,0,1
3,28,20,23,0,0,0,0,10,0,0
4,18,6,10,0,0,0,4,7,0,0
3,7,12,3,0,0,0,4,6,0,0
1,47,15,0,0,13,0,2,0,0,0
1,12,3,0,0,0,0,0,1,0,0
4,25,19,12,0,0,0,0,9,0,0
1,26,14,0,0,2,0,3,7,0,0
3,19,10,11,0,0,0,0,6,0,0
8,26,23,0,0,0,0,0,13,0,0
11,19,15,0,0,0,0,0,7,0,0
1,11,2,0,0,0,0,0,3,0,0
4,16,4,8,0,0,0,0,0,0,0
1,52,21,0,0,2,0,0,7,0,0
7,0,1,0,0,0,0,0,6,0,0
1,3,7,0,0,0,0,0,8,0,0
3,25,10,4,0,2,0,0,2,0,0
13,11,2,0,0,0,0,0,3,0,0
3,2,9,0,0,0,0,0,0,0,0
4,2,6,0,0,0,0,0,12,0,0
1,5,6,0,0,0,0,0,16,0,0
5,19,5,0,0,0,0,0,15,0,0
1,4,0,0,0,0,0,0,1,0,0
2,5,1,4,0,0,0,0,13,0,0
4,7,11,0,0,0,0,0,6,0,0
13,21,9,0,0,0,0,1,1,0,0
8,17,6,7,0,0,0,0,12,0,0
8,64,19,4,0,0,0,0,10,0,0
12,29,11,0,0,8,0,0,0,0,0
3,9,1,0,0,0,0,0,17,0,0
1,25,3,3,0,0,0,4,2,0,0
3,13,9,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,7,0,0
3,1,0,0,0,1,0,0,5,0,0
8,8,4,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,2,0,0
13,3,4,3,0,0,0,0,1,0,0
1,18,8,0,0,0,0,0,4,0,0
1,1,0,0,0,0,0,0,10,0,0
1,51,12,0,0,2,0,7,13,0,0
4,33,17,11,0,0,0,0,7,0,0
11,4,3,0,0,0,0,0,9,0,0
5,5,2,4,0,0,0,0,1,0,0
3,43,11,22,0,0,0,0,13,0,0
1,2,0,0,0,0,0,0,5,0,0
8,118,48,7,0,2,0,0,9,0,0
5,3,1,0,0,0,0,0,13,0,0
8,89,29,22,0,6,4,4,3,0,0
4,3,2,0,0,0,0,0,9,0,0
12,1,0,0,0,0,0,0,12,0,0
4,6,2,0,0,0,0,0,10,0,0
12,4,1,0,0,0,0,0,14,0,0
8,21,12,3,0,0,0,0,1,0,0
3,44,22,22,0,1,2,13,0,0,0
3,46,16,28,0,1,0,4,0,0,0
11,2,1,0,0,0,0,0,1,0,0
1,40,1,0,0,6,2,2,0,0,0
3,12,2,3,0,0,0,4,1,0,0
12,73,30,3,0,6,4,4,0,0,0
8,24,4,0,0,0,0,0,1,0,0
1,46,7,4,0,2,0,0,11,0,0
4,1,0,0,0,0,0,0,8,0,0
3,2,1,0,0,0,0,0,7,0,0
4,3,5,0,0,0,0,0,4,0,0
4,30,20,18,0,1,0,2,10,0,0
9,67,42,7,0,2,0,0,9,0,0
1,18,4,0,0,0,0,0,4,0,0
4,17,6,2,0,0,0,2,16,0,0
3,31,6,22,0,1,0,8,0,0,0
8,1,1,0,0,0,0,0,11,0,0
4,46,13,21,0,0,0,2,5,0,0
4,12,11,0,0,0,0,2,1,0,0
1,28,6,0,0,2,0,0,3,0,0
8,62,18,15,0,0,0,1,0,0,0
8,72,22,0,0,2,0,2,12,0,0
1,44,12,0,0,2,0,2,13,0,0
1,69,9,0,0,8,6,0,6,0,0
4,1,0,0,0,0,0,0,2,0,0
4,30,11,0,0,0,0,0,6,0,0
1,31,5,0,0,4,0,1,1,0,0
1,51,6,0,0,4,0,0,7,0,0
3,27,9,15,0,0,0,0,3,0,0
1,2,0,0,0,0,0,0,4,0,0
1,12,2,0,0,0,0,0,0,0,0
7,59,61,8,0,1,0,2,8,0,0
5,83,25,8,0,2,0,6,3,0,0
9,14,6,0,0,0,0,0,0,0,0
11,69,9,43,5,1,3,15,8,0,0
3,11,2,8,0,2,0,0,1,0,0
4,14,6,0,0,0,0,0,0,0,0
4,7,5,0,0,1,0,0,15,0,0
3,43,30,26,0,0,0,4,0,0,0
11,23,18,8,0,2,0,1,0,0,0
5,56,54,0,0,4,0,1,10,0,0
11,14,1,0,0,2,0,0,12,0,0
4,0,1,0,0,0,0,0,6,0,0
3,52,15,25,0,2,0,8,10,0,0
3,3,3,3,0,0,0,0,7,0,0
7,0,8,0,0,0,0,0,11,0,0
3,30,11,15,0,0,0,5,3,0,0
5,13,3,0,0,0,0,0,5,0,0
5,17,11,0,0,6,0,0,5,0,0
1,12,1,0,0,0,0,0,0,0,0
5,44,21,8,0,2,1,6,0,0,0
3,25,15,17,0,2,0,3,0,0,0
3,11,6,3,0,0,0,0,8,0,0
4,11,7,4,0,0,0,0,0,0,0
4,26,24,23,0,0,0,4,4,0,0
1,50,15,1,0,0,0,2,5,0,0
1,30,1,0,0,2,0,2,2,0,0
3,46,22,26,0,2,2,10,12,0,0
7,6,5,0,0,0,0,0,7,0,0
1,19,7,0,0,4,2,0,0,0,0
4,39,21,24,3,1,0,5,0,0,0
1,52,8,0,0,4,0,0,16,0,0
11,95,17,66,6,0,0,26,0,0,1
13,65,17,5,0,4,0,1,3,0,0
4,27,16,15,0,2,0,0,10,0,0
1,2,0,0,0,0,0,0,11,0,0
1,45,4,0,0,0,0,0,12,0,0
13,56,27,7,0,4,2,12,12,0,0
11,60,24,41,0,0,0,11,3,0,0
1,36,13,0,0,6,0,6,3,0,0
11,64,22,9,0,0,2,5,9,0,0
11,30,15,12,0,1,0,0,0,0,0
10,18,13,0,0,0,0,0,0,0,0
8,76,40,40,0,0,0,0,15,0,0
13,34,17,8,0,4,2,4,0,0,0
12,42,21,0,0,2,0,0,0,0,0
5,24,6,0,0,2,0,0,6,0,0
1,29,4,0,0,2,0,0,5,0,0
4,15,17,11,0,0,0,1,16,0,0
11,61,12,27,0,0,0,8,3,0,0
10,4,6,0,0,1,0,0,16,0,0
11,58,15,41,0,4,0,6,0,0,0
1,14,0,0,0,0,0,0,0,0,0
3,69,28,45,0,0,2,6,3,0,0
4,23,7,12,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,5,0,0
9,26,8,6,0,0,0,3,4,0,0
3,33,21,22,0,2,0,3,1,0,0
3,48,20,17,0,0,0,4,14,0,0
11,69,77,22,0,6,2,4,3,0,0
4,4,1,4,0,0,0,0,4,0,0
4,8,3,0,0,0,0,0,4,0,0
13,6,5,0,0,2,0,0,18,0,0
13,22,14,0,0,2,0,2,18,0,0
5,54,29,0,0,8,4,6,1,0,0
7,138,16,26,0,10,4,1,1,0,1
4,54,15,17,0,2,1,2,5,0,0
1,11,4,0,0,2,0,0,3,0,0
1,21,1,0,0,3,0,0,2,0,0
9,3,3,0,0,0,0,0,0,0,0
8,3,0,0,0,0,0,0,5,0,0
13,29,17,0,0,8,0,0,8,0,0
4,2,2,0,0,0,0,0,7,0,0
8,53,13,32,5,1,0,6,3,0,1
1,47,14,0,0,6,2,3,0,0,0
12,78,34,8,0,12,0,5,2,0,1
1,40,11,0,0,4,0,0,0,0,0
3,53,13,24,0,2,0,0,3,0,0
8,108,41,16,0,5,0,2,0,0,1
8,117,16,19,0,5,1,0,0,0,0
3,5,7,0,0,0,0,0,10,0,0
4,15,10,0,0,0,0,0,8,0,0
11,86,38,10,0,2,1,9,10,0,0
1,6,7,0,0,0,0,1,4,0,0
4,35,17,4,0,0,0,3,8,0,0
3,68,38,43,0,2,0,7,10,0,0
3,26,12,7,0,0,0,7,2,0,0
13,7,1,0,0,2,2,0,12,0,0
11,73,14,31,3,0,0,7,0,0,0
11,6,2,0,0,0,0,0,4,0,0
4,14,4,0,0,0,0,2,3,0,0
4,24,7,4,0,0,0,1,8,0,0
10,12,4,7,0,0,0,0,8,0,0
11,13,10,0,0,0,0,0,0,0,0
1,28,2,4,0,8,0,0,4,0,0
3,54,27,51,0,0,0,3,12,0,1
3,26,11,13,0,0,0,5,6,0,0
11,15,8,8,0,0,0,0,5,0,0
1,7,1,0,0,2,0,0,0,0,0
3,13,9,0,0,0,0,0,12,0,0
13,50,31,3,0,0,0,0,0,0,0
4,13,6,8,0,0,0,0,0,0,0
1,72,29,9,0,6,0,5,0,0,0
4,32,32,8,0,0,0,2,0,0,0
11,0,1,0,0,0,0,0,2,0,0
1,54,10,0,0,8,2,0,2,0,1
11,88,55,22,0,2,0,4,0,0,0
5,3,1,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,0
13,58,20,0,0,4,0,4,0,0,0
11,22,19,0,0,0,0,2,7,0,0
4,26,35,9,0,0,0,2,1,0,0
11,19,2,12,0,0,0,0,6,0,0
10,10,5,0,0,0,0,0,0,0,0
11,95,59,14,0,6,0,3,3,0,0
1,38,4,0,0,6,0,3,1,0,0
11,74,15,46,0,2,2,20,0,0,0
11,62,31,17,0,2,0,2,11,0,0
1,46,8,0,0,6,0,0,6,0,0
3,43,26,27,0,1,0,6,12,0,0
7,118,31,16,0,5,0,0,0,0,0
7,79,72,7,0,4,0,2,2,0,0
11,6,1,0,0,0,0,0,14,0,0
5,21,6,4,0,0,0,0,5,0,0
13,23,14,0,0,2,0,0,0,0,0
13,88,24,3,0,7,0,0,2,0,0
1,43,19,0,0,0,0,1,0,0,0
1,53,9,0,0,8,4,6,11,0,0
3,10,3,4,0,0,0,0,5,0,0
11,96,25,15,0,0,0,0,8,0,0
3,12,3,4,0,0,0,1,4,0,0
3,67,13,41,0,1,1,8,8,0,0
12,37,10,2,0,2,2,5,6,0,0
9,104,50,13,0,2,0,0,4,0,0
4,19,43,14,0,0,0,0,0,0,0
10,21,25,11,0,0,0,0,1,0,0
3,43,16,36,0,1,0,7,7,0,0
4,60,49,43,0,0,0,3,7,0,1
3,64,57,30,0,1,0,5,0,0,0
11,30,16,15,0,1,0,0,0,0,0
13,61,41,3,0,3,0,0,6,0,0
11,2,5,0,0,0,0,0,1,0,0
13,36,36,0,0,3,1,0,2,0,0
3,18,11,4,0,0,0,0,2,0,0
3,1,0,0,0,0,0,0,0,0,0
3,18,7,8,0,0,0,0,0,0,0
10,7,15,0,0,0,0,0,1,0,0
12,81,36,4,0,4,0,0,0,0,0
13,1,0,0,0,0,0,0,6,0,0
4,17,8,0,0,1,0,2,7,0,0
1,25,4,0,0,2,0,0,4,0,0
8,71,22,34,0,2,0,8,0,0,0
1,6,2,0,0,2,0,0,11,0,0
4,14,7,4,0,1,1,0,5,0,0
3,1,1,0,0,0,0,0,7,0,0
9,90,42,19,0,2,0,10,11,0,0
13,4,3,0,0,0,0,1,3,0,0
5,63,26,0,0,0,0,1,0,0,0
7,91,29,12,0,0,1,4,0,0,0
1,46,14,4,0,5,0,4,4,0,0
11,92,53,12,0,4,0,3,10,0,0
1,17,7,0,0,2,0,0,10,0,0
5,60,24,0,0,2,1,4,10,0,0
1,6,0,0,0,2,0,0,1,0,0
12,54,15,5,0,4,0,3,0,0,0
5,53,26,4,0,4,0,2,1,0,0
9,7,4,0,0,0,0,0,9,0,0
9,41,55,0,0,2,0,0,9,0,0
3,2,0,0,0,0,0,0,1,0,0
4,8,33,0,0,0,0,0,1,0,0
9,131,47,12,0,4,2,2,11,0,0
12,81,33,4,0,4,0,3,0,0,0
1,42,7,0,0,4,0,0,4,0,0
8,32,20,18,0,0,0,3,11,0,0
11,80,58,8,0,0,0,2,5,0,0
11,15,11,0,0,0,0,2,9,0,0
1,9,0,0,0,2,0,0,7,0,0
1,65,37,8,0,3,0,4,5,0,0
13,21,9,11,0,2,0,2,4,0,0
3,50,18,44,0,0,0,3,0,0,0
4,25,27,0,0,2,1,0,0,0,0
3,37,14,15,0,0,0,0,0,0,0
3,56,12,35,0,0,0,0,1,0,0
4,24,18,4,0,1,0,2,11,0,0
11,19,14,4,0,0,0,2,14,0,0
5,51,23,0,0,2,0,3,2,0,0
11,9,1,8,0,0,0,0,1,0,0
1,28,4,0,0,0,0,0,0,0,0
4,25,7,12,0,0,0,0,1,0,0
7,5,3,0,0,2,0,0,12,0,0
4,9,3,4,0,0,0,0,4,0,0
12,60,21,5,0,8,0,5,4,0,0
1,57,12,3,0,2,2,6,10,0,0
7,10,6,0,0,0,0,0,1,0,0
7,5,1,0,0,0,0,0,6,0,0
11,21,21,0,0,0,0,0,3,0,0
1,33,7,0,0,4,0,0,9,0,0
1,44,7,0,0,4,0,0,1,0,0
11,2,3,3,0,0,0,2,0,0,0
1,11,3,4,0,0,0,0,12,0,0
3,18,11,0,0,0,0,0,12,0,0
11,13,5,0,0,0,0,0,4,0,0
7,54,12,0,0,0,0,4,1,0,0
13,71,40,0,0,6,0,5,2,0,0
8,47,47,10,0,2,1,2,0,0,0
11,37,6,0,0,0,0,0,7,0,0
7,95,51,18,0,5,0,16,0,0,0
5,10,9,3,0,2,2,0,0,0,0
3,7,21,9,0,0,0,0,6,0,0
7,89,49,15,0,4,0,2,5,0,0
11,0,1,0,0,0,0,0,9,0,0
9,71,32,11,0,0,0,2,0,0,0
3,49,10,16,0,0,0,0,7,0,0
1,58,11,8,0,3,0,4,0,0,0
3,3,2,0,0,0,0,0,1,0,0
3,38,15,32,0,0,1,7,0,0,0
3,63,9,35,0,0,0,5,4,0,0
10,24,24,8,0,0,0,0,0,0,0
11,20,26,4,0,0,0,0,7,0,0
9,32,28,8,0,0,0,0,8,0,0
1,52,21,0,0,2,0,3,11,0,0
1,30,6,0,0,6,2,0,0,0,0
1,42,6,0,0,8,0,2,0,0,0
1,63,11,0,0,4,0,3,6,0,0
1,11,2,0,0,4,2,0,1,0,0
3,1,1,0,0,0,0,0,14,0,0
1,72,6,4,0,4,0,0,0,0,0
9,85,50,8,0,0,0,2,0,0,0
1,57,21,7,0,4,2,0,8,0,0
4,73,23,38,5,1,1,4,3,0,0
11,10,0,8,0,0,0,0,12,0,0
3,1,0,0,0,0,0,0,5,0,0
1,54,19,3,0,3,0,4,16,0,0
3,57,13,22,0,0,0,2,8,0,0
12,9,3,3,0,0,0,0,3,0,0
9,1,1,0,0,0,0,0,5,0,0
4,44,23,10,0,0,0,2,8,0,0
4,0,4,0,0,0,0,0,1,0,0
3,30,12,27,0,1,3,18,0,0,0
11,80,46,5,0,0,0,2,13,0,0
5,42,22,0,0,0,0,0,16,0,0
13,8,1,4,0,0,0,0,16,0,0
3,41,10,20,0,2,0,0,18,0,0
5,5,2,0,0,0,0,0,1,0,0
13,30,10,0,0,8,0,0,13,0,0
5,12,3,0,0,0,0,0,1,0,0
3,18,20,6,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,3,0,0
1,62,12,0,0,7,2,0,2,0,0
1,47,4,0,0,6,2,0,19,0,0
1,63,11,8,0,4,1,2,10,0,0
10,15,11,4,0,0,0,3,10,0,0
11,6,2,0,0,0,0,0,9,0,0
8,41,19,12,0,1,0,2,0,0,0
3,1,2,0,0,0,0,0,13,0,0
11,63,19,4,0,4,0,2,7,0,0
4,25,22,2,0,1,1,4,9,0,0
4,32,28,7,0,0,0,0,1,0,0
13,44,34,4,0,2,0,0,3,0,0
7,44,32,4,3,0,0,0,9,0,0
11,2,2,0,0,0,0,0,1,0,0
4,9,6,0,0,0,0,0,10,0,0
4,1,0,0,0,0,0,0,10,0,0
1,56,16,4,0,6,0,0,0,0,0
11,11,11,8,0,2,0,0,14,0,0
9,28,23,0,0,0,0,2,8,0,0
4,22,9,13,0,0,0,2,0,0,0
4,19,19,4,0,0,0,0,3,0,0
1,12,1,0,0,3,0,0,0,0,0
3,22,22,15,0,0,0,0,5,0,0
4,14,21,0,0,0,0,2,2,0,0
5,1,1,0,0,0,0,0,4,0,0
11,49,20,4,0,0,0,0,7,0,0
3,48,20,33,0,0,0,5,0,0,0
11,23,10,0,0,0,0,0,2,0,0
11,1,6,3,0,0,0,0,7,0,0
8,14,12,3,0,0,0,0,0,0,0
11,17,10,0,0,0,0,0,0,0,0
7,37,10,11,0,0,0,2,0,0,0
11,18,3,10,0,1,0,4,8,0,0
13,6,4,0,0,0,0,0,3,0,0
3,4,0,0,0,0,0,0,14,0,0
3,1,0,0,0,0,0,0,16,0,0
11,12,14,0,0,0,0,2,1,0,0
2,6,2,0,0,0,0,2,5,0,0
11,73,37,3,0,5,0,0,5,0,0
1,46,8,0,0,8,0,2,0,0,0
3,2,3,0,0,0,0,0,1,0,0
1,3,2,0,0,0,0,0,5,0,0
1,18,7,0,0,2,0,0,0,0,0
1,1,0,0,0,0,0,0,2,0,0
3,11,3,4,0,0,0,0,5,0,0
3,4,1,4,0,0,0,0,5,0,0
1,23,7,0,0,2,0,0,3,0,0
3,33,20,12,0,0,0,0,12,0,0
1,55,31,15,0,4,4,2,0,0,0
1,21,14,0,0,2,0,0,2,0,0
7,60,39,12,0,0,0,2,0,0,0
9,64,19,3,0,1,0,4,6,0,0
13,55,22,0,0,0,0,7,7,0,0
4,36,20,23,0,2,0,0,0,0,0
3,34,10,14,0,0,0,0,16,0,0
10,14,6,0,0,0,0,0,0,0,0
8,71,28,42,0,2,2,0,2,0,0
12,55,26,9,0,4,0,6,0,0,0
7,36,22,8,0,2,2,4,3,0,0
3,15,9,10,0,0,0,2,11,0,0
3,39,11,21,0,0,0,3,0,0,0
4,34,12,15,0,1,1,0,13,0,0
1,41,5,0,0,2,0,0,0,0,0
8,47,20,30,0,0,1,8,2,0,0
4,30,19,12,0,0,0,0,2,0,0
5,62,17,8,0,6,0,0,9,0,0
12,39,21,0,0,1,0,1,0,0,0
9,101,36,15,0,4,0,3,7,0,0
9,52,27,3,0,2,0,1,0,0,0
5,49,9,0,0,8,2,0,0,0,0
5,44,15,4,0,8,0,2,6,0,1
11,8,6,2,0,1,0,3,2,0,0
8,66,14,19,0,2,0,5,0,0,0
12,63,18,14,0,8,0,6,0,0,0
13,75,23,5,0,6,3,9,17,0,0
3,12,13,6,0,1,0,0,7,0,0
3,36,25,17,0,0,0,5,10,0,0
1,45,4,0,0,4,2,0,0,0,0
4,37,8,13,0,0,0,7,3,0,0
1,58,11,0,0,4,0,0,0,0,0
3,53,33,16,0,7,1,5,0,0,0
3,42,9,13,0,1,1,6,5,0,0
10,30,15,12,0,3,0,0,0,0,0
1,33,7,0,0,2,0,0,5,0,0
11,93,38,0,0,12,2,2,5,0,0
10,22,5,0,0,0,0,0,14,0,0
5,69,11,0,0,4,0,0,7,0,0
1,43,14,9,0,0,0,3,1,0,0
1,60,7,0,0,2,0,2,2,0,0
4,2,1,0,0,0,0,0,4,0,0
5,50,6,0,0,6,0,0,2,0,0
9,9,7,0,0,0,0,0,11,0,0
12,55,13,6,0,6,0,3,3,0,0
4,1,0,0,0,0,0,0,13,0,0
13,13,3,0,0,0,0,0,0,0,0
10,17,8,0,0,0,0,0,13,0,0
9,22,5,0,0,0,0,0,2,0,0
5,57,36,0,0,2,0,0,4,0,0
12,17,7,0,0,0,0,0,2,0,0
1,53,14,0,0,0,0,2,9,0,0
1,4,1,0,0,0,0,0,5,0,0
12,27,11,0,0,1,0,0,0,0,0
5,2,0,0,0,0,0,0,6,0,0
4,1,3,0,0,0,0,0,8,0,0
9,16,6,8,0,0,0,2,0,0,0
5,2,0,0,0,0,0,0,9,0,0
8,44,22,18,0,4,2,6,15,0,0
4,6,7,0,0,0,0,0,9,0,0
12,30,7,0,0,1,0,2,3,0,0
10,10,7,4,0,0,0,0,7,0,0
1,31,3,0,0,6,0,0,3,0,0
1,4,0,0,0,2,0,0,1,0,0
1,38,3,0,0,12,3,0,0,0,0
12,3,1,0,0,0,0,0,4,0,0
12,103,36,0,0,2,0,6,2,0,0
13,1,0,0,0,0,0,0,5,0,0
1,52,13,0,0,8,0,0,8,0,0
8,26,4,5,0,2,0,3,0,0,0
1,9,3,0,0,2,0,0,0,0,0
4,1,0,0,0,0,0,0,6,0,0
1,39,6,0,0,2,0,0,11,0,0
11,66,16,44,0,1,0,3,0,0,0
4,16,6,0,0,0,0,0,0,0,0
7,5,2,0,0,0,0,0,4,0,0
3,41,7,11,0,0,0,2,3,0,0
1,23,4,0,0,0,0,0,8,0,0
3,0,1,0,0,0,0,0,3,0,0
3,5,5,0,0,0,0,0,3,0,0
12,48,20,0,0,3,0,4,0,0,0
1,40,8,0,0,0,0,0,4,0,0
5,64,24,4,0,2,0,2,0,0,0
5,88,40,7,0,5,2,0,16,0,1
11,69,23,23,0,0,0,6,11,0,0
1,8,1,4,0,0,0,0,8,0,0
3,57,31,31,0,2,0,9,0,0,0
8,72,36,0,0,8,2,0,15,0,0
11,53,16,18,0,2,0,3,0,0,0
4,8,8,0,0,0,0,0,2,0,0
7,55,39,0,0,2,0,0,2,0,0
12,50,43,0,0,0,0,0,0,0,0
3,5,7,0,0,0,0,0,1,0,0
4,2,3,0,0,0,0,0,5,0,0
13,77,24,0,0,4,2,5,11,0,0
7,57,35,3,0,2,0,0,0,0,0
4,30,24,7,0,0,0,0,1,0,0
4,39,24,22,0,0,0,2,4,0,0
3,10,8,0,0,0,0,0,4,0,0
1,4,3,0,0,1,0,0,1,0,0
3,37,12,22,0,0,0,4,4,0,0
7,53,38,0,0,0,0,2,5,0,0
7,72,57,12,0,2,0,0,11,0,0
1,54,11,0,0,10,2,0,1,0,1
5,6,3,0,0,0,0,0,0,0,0
12,30,9,4,0,3,2,2,0,0,0
4,22,17,27,0,0,0,0,6,0,0
4,13,8,7,0,0,0,0,1,0,0
8,11,2,4,0,0,0,0,0,0,0
12,64,38,0,0,7,1,2,0,0,1
11,0,1,0,0,0,0,0,14,0,0
1,0,0,0,0,0,0,0,1,0,0
12,50,12,0,0,2,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,5,0,0
1,55,3,8,0,6,0,0,10,0,0
10,14,15,0,0,2,0,0,0,0,0
3,0,0,0,0,0,0,0,2,0,0
4,39,31,17,0,0,0,0,2,0,0
12,79,35,7,0,2,2,0,11,0,0
1,2,1,0,0,0,0,2,3,0,0
11,5,3,0,0,0,0,0,7,0,0
3,87,27,62,0,0,0,5,0,0,1
