position,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season,dpoy,allpro
4,1,5,0,0,0,0,0,0,0,0
8,59,39,7,0,0,3,4,0,0,0
8,3,6,0,0,0,0,0,4,0,0
1,2,0,0,0,0,0,0,3,0,0
3,50,30,24,0,2,0,7,0,0,0
8,8,5,0,0,0,0,0,4,0,0
3,32,16,10,0,2,2,12,0,0,0
8,14,13,0,0,0,0,0,4,0,0
8,1,0,0,0,0,0,0,4,0,0
1,40,4,4,0,4,2,2,0,0,0
1,25,14,0,0,0,0,0,5,0,0
4,69,33,51,5,1,0,7,1,0,0
12,43,9,0,0,0,0,0,10,0,0
12,4,4,0,0,0,0,0,1,0,0
12,23,10,0,0,0,0,0,1,0,0
3,50,21,23,0,0,0,10,5,0,0
3,26,11,15,0,0,0,0,9,0,0
8,75,65,0,0,0,0,0,14,0,0
3,16,12,3,0,0,0,3,6,0,0
12,32,12,0,0,2,0,2,8,0,0
1,58,4,0,0,2,0,4,0,0,0
1,23,12,4,0,0,0,1,0,0,0
8,91,36,12,0,0,0,0,11,0,0
4,25,9,4,0,0,0,0,6,0,0
8,53,57,6,0,0,0,2,0,0,0
8,67,49,3,0,0,0,4,0,0,1
12,50,32,0,0,2,2,2,2,0,0
3,12,6,4,0,0,0,0,6,0,0
4,50,16,39,0,0,0,2,0,0,0
3,94,23,57,0,0,3,11,0,0,1
3,58,19,27,0,0,0,6,13,0,0
12,28,23,0,0,2,0,0,2,0,0
3,89,20,57,0,2,0,2,0,0,0
4,64,36,29,0,0,0,6,5,0,1
12,69,20,4,0,6,0,0,0,0,0
12,23,6,0,0,4,0,3,2,0,0
8,44,46,8,0,0,0,0,5,0,0
1,15,8,0,0,0,1,4,0,0,0
12,17,3,0,0,0,0,0,0,0,0
12,12,12,0,0,6,2,3,0,0,0
4,27,8,4,0,0,0,0,4,0,0
1,58,6,0,0,2,0,0,2,0,0
1,11,7,0,0,0,0,0,1,0,0
4,7,1,0,0,0,1,2,0,0,0
8,56,33,12,0,5,1,0,9,0,0
1,32,14,4,0,4,0,0,1,0,0
1,45,10,0,0,2,0,6,7,0,0
12,41,28,0,0,13,2,0,0,0,1
8,3,0,0,0,0,0,0,4,0,0
12,3,2,0,0,0,0,0,6,0,0
12,9,0,0,0,0,0,0,1,0,0
4,13,2,8,0,0,0,0,12,0,0
4,15,19,3,0,0,0,2,7,0,0
4,8,15,0,0,1,0,0,7,0,0
3,70,31,51,0,2,0,4,0,0,0
4,1,0,0,0,0,0,0,3,0,0
4,29,32,4,0,0,0,0,16,0,0
8,3,2,0,0,0,0,0,4,0,0
8,5,8,3,0,0,0,0,1,0,0
4,3,7,0,0,0,0,0,14,0,0
8,4,0,0,0,2,0,0,11,0,0
1,8,4,0,0,0,0,0,5,0,0
8,5,1,0,0,0,0,0,9,0,0
1,38,8,0,0,8,0,0,2,0,1
12,26,7,0,0,0,0,2,4,0,0
3,68,31,50,0,0,0,11,5,0,0
12,30,17,3,0,0,0,2,0,0,0
1,36,11,6,0,2,0,2,0,0,0
8,7,6,0,0,0,0,2,16,0,0
8,0,1,0,0,0,0,0,13,0,0
8,51,23,0,0,2,0,2,1,0,0
4,11,11,2,0,0,0,2,0,0,0
8,24,16,3,0,2,0,2,0,0,0
3,65,52,46,0,1,0,1,11,0,0
8,104,72,7,0,6,0,6,9,0,0
4,36,17,16,0,0,0,2,11,0,0
4,34,37,11,0,1,0,4,0,0,0
3,76,34,43,0,1,0,16,1,0,0
1,50,13,0,0,2,0,0,14,0,0
4,0,2,0,0,0,0,0,15,0,0
4,62,31,45,0,1,2,7,0,0,0
1,31,10,0,0,6,4,0,0,0,0
1,12,5,0,0,4,2,0,0,0,1
1,39,4,0,0,5,0,0,3,0,0
12,8,5,0,0,0,0,2,0,0,0
3,54,14,30,0,4,0,11,0,0,0
8,55,33,7,0,0,0,2,0,0,0
1,31,13,0,0,0,0,2,3,0,0
8,49,20,32,0,0,0,8,17,0,0
8,4,6,0,0,0,0,0,1,0,0
12,50,18,11,0,0,0,0,4,0,0
4,23,24,14,0,0,0,4,0,0,0
8,83,47,4,0,0,0,6,10,0,0
4,14,2,11,0,0,0,4,0,0,0
4,21,12,4,0,0,0,0,4,0,0
12,53,18,0,0,6,4,0,6,0,0
8,2,0,0,0,0,0,0,15,0,0
4,56,32,28,0,0,0,10,0,0,0
1,51,7,0,0,0,1,2,6,0,0
12,10,4,0,0,0,0,0,9,0,0
8,30,19,18,0,0,0,1,0,0,0
4,11,25,9,0,1,3,4,0,0,0
8,67,53,0,0,3,2,1,5,0,0
1,31,11,3,0,2,0,1,9,0,0
1,2,0,0,0,0,0,0,4,0,0
12,5,0,0,0,0,0,0,3,0,0
8,84,61,8,0,5,0,8,3,0,0
4,0,1,0,0,1,0,0,2,0,0
4,14,3,8,0,0,0,0,2,0,0
12,29,8,3,0,4,0,4,5,0,0
8,105,64,12,0,2,0,3,0,0,0
4,26,26,0,0,2,0,1,0,0,0
3,26,8,12,0,0,0,0,10,0,0
3,78,19,35,0,2,0,17,0,0,1
4,27,14,14,0,0,0,2,0,0,0
8,9,7,0,0,0,0,0,10,0,0
4,35,31,13,0,1,1,2,0,0,1
3,3,2,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0
8,16,10,0,0,0,0,0,6,0,0
1,21,2,0,0,2,0,2,11,0,0
1,14,8,0,0,0,0,0,11,0,0
8,18,14,4,0,0,0,1,0,0,0
3,28,10,11,0,0,0,4,0,0,0
12,18,9,0,0,2,0,0,2,0,0
4,1,3,0,0,0,0,0,1,0,0
4,0,1,0,0,0,0,0,1,0,0
8,5,5,0,0,0,0,0,10,0,0
1,3,0,3,0,0,0,4,3,0,0
1,9,5,4,0,0,0,0,3,0,0
4,3,3,0,0,0,0,0,8,0,0
1,47,28,7,0,2,0,2,2,0,0
12,54,27,0,0,4,0,2,8,0,0
3,2,4,0,0,0,0,0,15,0,0
8,50,22,12,0,0,1,2,0,0,0
4,18,21,3,0,0,0,0,0,0,0
1,35,15,0,0,0,0,4,0,0,0
1,5,3,0,0,0,0,0,0,0,0
1,49,16,0,3,2,2,2,1,0,0
8,58,34,3,3,2,0,2,6,0,0
8,13,8,4,0,0,0,0,1,0,0
12,46,5,0,0,2,0,2,1,0,0
1,0,1,0,0,0,0,0,6,0,0
3,17,18,7,0,0,0,2,11,0,0
4,1,2,0,0,0,0,0,2,0,0
4,33,10,11,0,1,0,1,14,0,0
4,19,7,8,0,0,0,0,8,0,0
8,85,68,17,0,4,0,6,4,0,0
3,0,0,0,0,0,0,0,9,0,0
8,35,24,13,0,0,0,8,0,0,0
8,3,0,3,0,0,0,0,3,0,0
1,17,5,0,0,0,0,0,0,0,0
1,35,5,0,0,2,2,1,0,0,0
4,15,3,8,0,0,0,0,11,0,0
4,51,15,35,0,0,0,4,0,0,0
4,9,15,0,0,0,0,0,0,0,0
1,3,1,0,0,0,0,0,8,0,0
8,65,19,12,3,2,0,5,3,0,0
12,6,0,0,0,0,0,0,4,0,0
4,65,31,35,0,0,0,0,4,0,0
1,19,10,0,0,0,0,0,10,0,0
12,24,9,0,0,0,0,2,8,0,0
8,4,0,0,0,0,0,0,6,0,0
12,0,2,0,0,0,0,0,9,0,0
1,29,12,0,0,2,0,0,0,0,0
12,11,2,0,0,0,0,0,3,0,0
8,39,25,0,0,0,0,2,9,0,0
12,9,2,0,0,0,0,0,12,0,0
1,12,4,0,0,0,0,0,11,0,0
4,11,13,0,0,0,0,1,2,0,0
1,6,0,0,0,0,0,0,1,0,0
3,2,0,0,0,0,0,0,8,0,0
12,37,18,0,0,2,0,0,6,0,0
4,32,15,7,0,0,0,2,1,0,0
12,58,14,4,0,6,0,0,7,0,0
12,49,10,0,0,2,0,0,5,0,0
8,66,54,3,0,2,0,2,5,0,0
8,3,2,0,0,0,0,0,7,0,0
1,7,5,0,0,0,0,0,2,0,0
1,13,3,0,0,0,0,0,13,0,0
12,68,29,7,0,2,0,4,0,0,0
3,3,2,3,0,0,0,0,12,0,0
8,12,15,6,0,0,0,0,0,0,0
12,29,6,4,0,2,0,0,16,0,0
4,40,10,19,0,0,0,10,16,0,0
8,39,32,5,0,2,0,2,12,0,0
3,46,16,30,1,0,0,8,9,0,0
12,68,36,0,0,9,0,2,10,0,1
4,16,5,6,0,0,0,2,0,0,0
3,16,10,8,0,0,0,0,0,0,0
12,17,11,4,0,0,0,0,6,0,0
4,5,6,4,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0
1,12,6,0,0,0,0,0,1,0,0
12,3,1,0,0,0,0,0,1,0,0
1,14,5,0,0,2,0,0,8,0,0
4,31,11,13,0,0,0,1,0,0,0
8,92,64,11,0,2,0,4,8,0,0
12,5,0,0,0,0,0,0,14,0,0
1,13,4,0,0,0,0,2,7,0,0
1,33,3,0,0,3,0,2,7,0,0
8,31,6,8,0,0,0,0,0,0,0
12,2,0,0,0,0,0,0,4,0,0
4,9,8,0,0,0,0,0,1,0,0
4,25,18,4,0,0,0,0,1,0,0
1,24,18,3,0,2,0,0,5,0,0
3,38,13,12,0,0,0,0,6,0,0
3,40,13,23,0,0,0,2,4,0,0
12,23,22,7,0,0,0,1,5,0,0
1,38,16,4,0,0,0,0,0,0,0
4,23,10,7,0,0,0,0,7,0,0
3,47,16,26,0,1,0,4,0,0,0
1,4,3,0,0,0,0,0,2,0,0
1,29,11,0,0,2,0,0,13,0,0
4,44,32,19,0,0,3,8,7,0,0
8,2,3,3,0,0,0,0,3,0,0
4,46,38,24,0,0,0,4,0,0,0
8,17,18,0,0,0,0,0,0,0,0
3,4,6,0,0,0,0,2,12,0,0
3,65,8,26,0,2,3,12,1,0,0
12,18,11,0,0,0,0,0,0,0,0
8,104,50,8,0,9,0,5,8,0,0
3,47,11,21,0,0,0,4,3,0,0
4,29,7,16,0,0,0,0,10,0,0
12,62,29,0,0,10,0,0,0,0,0
8,16,7,0,0,0,0,0,4,0,0
3,90,31,48,0,0,0,4,9,0,1
3,11,1,7,0,0,0,4,3,0,0
1,57,16,0,0,6,0,4,0,0,1
3,30,8,18,0,1,0,4,0,0,0
3,7,1,4,0,0,0,0,4,0,0
12,46,30,3,0,2,0,6,0,0,0
4,21,10,8,0,0,0,2,3,0,0
12,12,8,0,0,0,0,0,1,0,0
8,42,27,12,0,0,0,0,0,0,0
8,2,2,0,0,0,0,0,4,0,0
4,16,14,0,0,0,0,2,6,0,0
4,31,22,28,0,0,0,2,0,0,0
8,5,5,0,0,1,0,0,6,0,0
1,56,19,11,0,4,0,0,1,0,0
1,3,0,0,0,0,0,0,14,0,0
3,1,0,0,0,0,0,0,1,0,0
3,12,6,3,0,0,0,0,1,0,0
1,2,0,0,0,0,0,0,2,0,0
12,1,0,0,0,0,0,0,11,0,0
8,38,27,4,0,0,0,0,5,0,0
1,1,0,0,0,0,0,0,6,0,0
1,6,2,0,0,0,0,0,1,0,0
8,48,24,0,0,2,0,0,8,0,0
8,33,11,4,0,0,0,0,2,0,0
8,33,43,0,0,1,0,0,14,0,0
3,40,7,20,0,1,0,0,3,0,0
4,2,5,0,0,0,0,0,16,0,0
4,8,5,0,0,2,0,0,2,0,0
1,32,12,0,0,2,0,0,2,0,0
12,46,31,0,0,6,0,0,4,0,0
4,60,31,26,0,0,0,2,7,0,0
1,66,11,4,0,10,0,2,0,0,0
8,40,18,13,0,0,0,15,12,0,0
12,47,18,0,0,4,0,0,10,0,0
8,39,33,7,0,0,3,9,6,0,0
3,32,14,15,0,1,0,1,11,0,0
3,24,9,16,0,0,0,6,12,0,0
1,19,7,0,0,4,0,0,15,0,0
1,9,2,0,0,0,0,0,2,0,0
4,33,33,15,0,1,1,2,3,0,0
8,91,60,10,0,0,0,1,0,0,0
1,48,33,0,0,2,0,0,3,0,0
8,5,0,0,0,0,0,0,5,0,0
1,26,13,0,0,0,0,0,6,0,0
12,11,10,0,0,4,0,0,6,0,0
8,17,8,0,0,0,0,0,7,0,0
4,12,14,4,0,0,0,0,3,0,0
1,46,15,9,0,0,0,3,5,0,0
1,25,3,0,0,2,0,0,12,0,0
8,84,53,8,0,2,0,2,1,0,0
8,65,48,7,0,1,0,2,0,0,0
8,11,14,0,0,0,0,2,2,0,0
8,53,29,11,0,4,2,0,0,0,0
12,55,25,0,0,4,0,4,18,0,0
8,11,0,3,0,0,0,2,9,0,0
3,5,8,4,0,0,0,0,5,0,0
4,0,2,0,0,0,0,0,8,0,0
4,2,0,0,0,0,0,0,2,0,0
4,6,2,2,0,0,0,2,6,0,0
1,22,5,0,0,2,0,1,6,0,0
8,5,5,0,0,0,0,0,7,0,0
3,0,0,0,0,0,0,0,3,0,0
1,30,11,0,0,4,0,0,2,0,0
8,5,2,0,0,0,0,0,1,0,0
1,35,22,0,0,2,0,1,5,0,0
3,2,0,0,0,0,0,0,5,0,0
8,5,3,0,0,0,0,0,6,0,0
1,6,0,0,0,0,0,0,8,0,0
3,26,9,16,0,1,0,0,4,0,0
1,25,4,0,0,2,2,0,0,0,0
12,61,9,3,0,4,0,2,5,0,0
4,2,6,0,0,0,0,0,1,0,0
8,2,4,0,0,0,0,0,9,0,0
12,10,8,0,0,0,0,4,2,0,0
12,1,1,0,0,0,0,0,13,0,0
12,5,4,0,0,0,0,0,7,0,0
4,35,51,9,0,0,0,0,5,0,0
3,51,12,37,0,0,0,7,13,0,0
4,24,6,8,0,0,0,0,0,0,0
12,84,22,26,0,2,5,9,4,0,1
1,48,12,0,0,2,0,0,0,0,0
3,49,36,5,0,0,0,3,6,0,0
3,53,8,26,0,0,0,8,0,0,0
12,33,23,0,0,4,0,0,11,0,0
1,37,11,0,0,0,0,0,0,0,0
3,12,17,3,0,0,0,0,3,0,0
1,18,9,0,0,0,0,0,0,0,0
1,18,7,0,0,2,0,0,0,0,0
12,48,34,0,0,2,2,6,1,0,0
1,58,14,4,0,12,0,4,0,0,1
3,76,36,58,0,5,0,26,3,0,1
12,98,62,3,0,1,0,4,3,0,0
12,49,15,0,0,2,0,0,10,0,0
12,43,16,0,0,9,3,3,0,0,0
3,33,10,15,0,0,0,4,0,0,0
12,1,0,0,0,0,0,0,9,0,0
4,55,20,22,0,0,0,0,10,0,0
3,29,6,24,0,0,0,0,4,0,0
3,6,5,2,0,0,0,4,5,0,0
4,21,19,7,0,0,0,0,0,0,0
8,10,0,4,0,0,0,0,1,0,0
8,1,1,0,0,0,0,0,7,0,0
3,24,14,7,0,2,0,0,7,0,0
1,38,12,0,0,6,0,0,1,0,0
4,5,3,0,0,0,0,0,5,0,0
1,45,22,0,0,1,0,1,0,0,0
12,27,28,0,0,4,0,0,2,0,0
1,50,13,16,0,4,0,0,9,0,0
4,3,8,0,0,0,0,1,0,0,0
1,19,3,4,0,2,0,0,3,0,0
12,13,10,0,0,0,0,0,0,0,0
3,23,11,19,0,0,0,3,0,0,0
3,43,37,13,0,2,0,5,14,0,0
4,26,16,15,0,0,0,0,0,0,0
12,40,21,2,0,6,0,2,4,0,0
8,7,4,0,0,0,0,0,2,0,0
3,36,27,19,0,0,0,3,13,0,0
4,26,11,7,0,0,0,4,0,0,0
4,23,19,12,0,0,0,0,2,0,0
8,62,48,4,0,2,0,0,0,0,0
8,5,1,0,0,0,0,0,12,0,0
4,2,5,0,0,0,0,0,11,0,0
3,30,13,14,0,1,0,4,1,0,0
8,40,6,26,0,0,0,3,0,0,0
8,3,3,0,0,0,0,0,6,0,0
4,5,6,4,0,0,0,0,15,0,0
1,9,2,0,0,0,0,0,4,0,0
1,1,0,0,0,0,0,0,9,0,0
12,25,6,1,0,0,0,5,4,0,0
1,41,7,0,0,2,0,1,0,0,0
12,12,7,0,0,0,0,2,12,0,0
12,1,0,0,0,0,0,0,7,0,0
1,2,1,0,0,0,0,0,9,0,0
1,6,6,0,0,2,0,0,3,0,0
3,8,7,0,0,0,0,2,8,0,0
3,16,7,15,0,0,0,2,0,0,0
12,6,2,0,0,0,0,1,14,0,0
4,16,20,7,0,0,0,2,0,0,0
1,15,2,0,0,4,0,0,1,0,0
8,1,1,0,0,0,0,0,9,0,0
1,12,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,1,0,0
3,0,1,0,0,0,0,0,4,0,0
4,24,17,3,0,2,0,0,0,0,0
4,4,1,0,0,0,0,0,3,0,0
4,26,10,6,0,0,0,3,9,0,0
12,9,6,0,0,0,0,0,0,0,0
3,3,2,2,0,0,0,2,5,0,0
1,14,1,0,0,0,0,0,1,0,0
8,14,4,0,0,0,0,3,9,0,0
1,2,1,0,0,0,0,0,13,0,0
4,22,15,4,0,0,0,0,7,0,0
1,2,3,0,0,0,0,0,14,0,0
12,3,0,0,0,0,0,0,2,0,0
3,10,4,0,0,0,0,0,6,0,0
4,2,1,0,0,0,0,0,14,0,0
4,7,5,4,0,0,0,0,14,0,0
8,31,20,1,0,0,0,1,0,0,0
8,7,1,4,0,0,0,0,4,0,0
1,6,1,0,0,1,0,0,4,0,0
4,3,2,0,0,0,0,0,6,0,0
4,4,4,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,11,0,0
4,38,26,8,0,0,0,0,4,0,0
1,17,2,0,0,2,0,0,16,0,0
8,41,16,4,0,2,0,3,2,0,0
3,39,17,22,0,0,0,11,1,0,0
3,31,6,8,0,2,0,6,4,0,0
3,6,5,5,0,0,0,3,10,0,0
12,27,8,0,0,0,0,0,11,0,0
1,39,8,0,0,6,0,0,4,0,0
12,46,15,0,0,0,0,2,6,0,0
3,3,3,0,0,0,0,0,15,0,0
3,37,26,17,0,0,3,4,9,0,0
12,51,31,0,0,5,0,0,0,0,0
12,1,0,0,0,0,0,0,2,0,0
4,0,0,0,0,0,0,0,2,0,0
8,19,20,7,0,0,0,0,9,0,0
4,5,2,2,0,0,0,2,1,0,0
3,15,4,6,0,0,2,3,4,0,0
12,53,21,0,0,2,0,0,9,0,0
8,24,19,0,0,2,0,0,10,0,0
1,40,14,4,0,1,0,5,0,0,0
1,42,9,3,0,0,3,4,0,0,0
3,26,11,18,0,0,0,0,7,0,0
3,7,6,4,0,0,0,0,12,0,0
1,7,1,0,0,0,1,2,4,0,0
8,19,22,0,0,0,0,1,0,0,0
4,16,13,0,0,0,0,0,2,0,0
1,27,5,0,0,0,0,0,2,0,0
12,1,0,0,0,0,0,0,0,0,0
1,20,9,0,0,0,0,0,0,0,0
4,10,5,0,0,0,0,0,1,0,0
8,18,11,3,0,0,0,0,7,0,0
4,15,6,7,0,1,0,0,13,0,0
1,0,1,0,0,0,0,0,12,0,0
8,0,2,0,0,0,0,0,5,0,0
8,2,0,0,0,0,0,0,3,0,0
8,33,25,0,0,0,0,2,6,0,0
8,0,1,0,0,0,0,0,7,0,0
8,7,3,0,0,0,0,0,13,0,0
8,7,3,0,0,0,0,0,7,0,0
8,32,14,10,0,0,0,2,11,0,0
8,1,0,0,0,0,0,0,1,0,0
1,7,2,1,0,0,0,1,10,0,0
4,1,0,0,0,0,0,0,3,0,0
12,7,5,0,0,0,0,0,7,0,0
1,27,3,0,0,2,0,2,0,0,0
3,0,2,0,0,0,0,1,4,0,0
12,1,3,0,0,0,0,0,4,0,0
8,4,2,0,0,0,0,0,5,0,0
1,41,8,4,0,0,0,0,4,0,0
1,61,21,0,0,4,0,1,8,0,0
1,46,15,0,0,6,0,0,12,0,0
8,1,5,0,0,0,0,0,4,0,0
1,5,5,0,0,0,0,0,16,0,0
1,25,12,0,0,0,0,0,2,0,0
1,12,5,0,0,2,0,0,6,0,0
1,56,20,0,0,4,0,2,0,0,0
4,12,8,0,0,0,0,0,8,0,0
3,6,1,4,0,0,0,0,1,0,0
8,19,10,6,0,0,0,3,13,0,0
3,1,5,0,0,0,0,0,5,0,0
1,35,9,0,0,10,0,0,0,0,0
12,3,0,0,0,0,0,0,0,0,0
1,9,3,0,0,0,0,0,10,0,0
3,5,1,0,0,0,0,0,5,0,0
1,8,1,0,0,0,0,0,8,0,0
1,12,7,0,0,0,0,0,2,0,0
4,0,3,0,0,0,0,0,8,0,0
8,13,7,8,0,0,0,0,14,0,0
12,4,0,0,0,0,0,0,8,0,0
8,59,74,8,5,2,0,0,0,0,0
8,44,32,2,0,0,0,4,7,0,0
12,72,34,0,0,6,0,2,1,0,0
4,22,12,0,0,1,0,2,4,0,0
12,8,2,4,0,0,0,0,2,0,0
3,1,0,0,0,0,0,0,7,0,0
3,1,3,3,0,0,0,0,7,0,0
1,10,0,0,0,8,0,0,5,0,0
8,1,0,0,0,0,0,0,13,0,0
12,2,0,0,0,0,0,0,4,0,0
1,55,9,0,0,4,0,2,0,0,0
8,17,17,0,0,0,0,4,7,0,0
12,18,5,0,0,4,0,0,12,0,0
8,74,55,11,0,0,0,0,0,0,0
1,15,4,0,0,0,0,0,4,0,0
12,78,28,0,0,2,0,2,7,0,0
4,23,12,16,0,2,0,1,11,0,0
1,6,0,0,0,0,0,0,10,0,0
8,2,4,0,0,0,0,0,0,0,0
8,3,0,0,0,1,1,0,0,0,0
1,68,23,8,0,6,0,3,0,0,0
4,15,6,8,0,0,0,0,4,0,0
3,31,9,18,0,0,0,2,3,0,0
4,31,18,11,0,0,0,0,17,0,0
1,56,8,0,0,2,0,2,3,0,0
12,52,27,6,0,4,0,0,14,0,0
1,28,11,0,0,0,0,0,8,0,0
4,4,4,3,0,0,0,3,5,0,0
8,4,2,0,0,0,1,2,3,0,0
12,7,5,0,0,0,0,2,3,0,0
12,43,24,0,0,10,2,2,3,0,0
12,23,14,0,0,0,0,0,5,0,0
1,3,1,0,0,0,0,0,3,0,0
8,78,55,6,0,2,0,7,2,0,0
4,15,26,4,0,0,0,0,2,0,0
3,7,5,7,0,0,0,0,13,0,0
4,26,29,8,0,0,0,0,13,0,0
8,12,5,0,0,1,0,0,15,0,0
8,91,42,12,0,2,3,9,0,0,0
4,24,31,2,0,2,0,3,0,0,0
3,11,1,8,0,0,0,0,2,0,0
3,70,30,33,0,2,0,3,0,0,0
3,25,13,14,0,0,0,10,0,0,0
3,26,5,4,0,0,0,2,2,0,0
3,72,33,34,0,0,0,2,14,0,0
1,21,7,0,3,0,0,0,13,0,0
4,28,15,9,0,1,1,6,15,0,0
1,40,6,0,0,2,0,2,8,0,0
8,70,78,22,0,10,2,4,7,0,1
4,9,10,8,0,0,0,0,9,0,0
1,38,8,0,0,5,2,0,3,0,0
12,63,46,0,0,0,0,1,8,0,0
8,75,36,8,0,2,0,0,3,0,0
8,0,1,0,0,0,0,0,7,0,0
8,55,49,6,0,2,1,4,1,0,0
8,32,24,17,0,0,0,2,6,0,0
8,1,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,12,0,0
3,24,11,8,0,0,0,0,6,0,0
3,20,8,8,0,0,0,2,0,0,0
12,44,16,0,0,5,0,4,0,0,0
3,13,9,10,0,0,0,4,2,0,0
3,64,19,39,0,1,1,11,9,0,0
12,29,13,0,0,2,0,2,2,0,0
12,21,12,0,0,0,0,0,10,0,0
1,0,0,0,0,0,0,0,7,0,0
8,62,33,4,0,2,0,0,0,0,0
4,2,8,0,0,0,0,0,0,0,0
8,1,5,0,0,0,0,0,3,0,0
8,4,3,0,0,0,0,0,6,0,0
4,6,10,5,0,1,1,3,1,0,0
12,1,0,0,0,0,0,0,0,0,0
12,4,1,0,0,0,0,0,0,0,0
8,5,0,0,0,0,0,0,10,0,0
4,1,0,0,0,0,0,0,5,0,0
12,2,1,0,0,0,0,0,8,0,0
4,0,1,0,0,0,0,0,10,0,0
4,3,4,0,0,0,0,0,10,0,0
4,0,5,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,12,0,0
3,0,2,0,0,0,0,0,5,0,0
1,3,0,0,0,0,0,0,10,0,0
12,17,8,0,0,0,0,4,11,0,0
1,5,2,0,0,0,0,0,0,0,0
8,58,30,4,0,2,0,2,9,0,0
1,11,3,0,0,2,0,0,0,0,0
1,13,1,0,0,0,0,0,10,0,0
8,3,8,0,0,0,0,0,2,0,0
1,6,1,0,0,0,0,0,2,0,0
4,2,1,0,0,0,0,0,8,0,0
4,36,26,18,0,1,0,3,0,0,0
4,31,34,8,0,0,0,1,4,0,0
1,66,17,2,0,2,0,2,3,0,0
1,38,11,2,0,6,2,3,14,0,0
8,43,28,8,0,2,0,3,6,0,0
1,3,1,0,0,0,0,0,9,0,0
12,30,8,0,0,0,0,0,0,0,0
4,6,2,0,0,0,0,0,15,0,0
4,9,2,0,0,0,0,0,5,0,0
12,45,11,0,0,3,0,2,0,0,0
3,2,7,0,0,0,0,2,1,0,0
1,27,16,0,0,0,0,0,10,0,0
8,8,1,8,0,0,0,0,2,0,0
4,4,4,0,0,0,0,0,13,0,0
8,49,19,0,0,0,0,0,6,0,0
3,2,11,3,0,1,1,0,1,0,0
1,20,2,0,0,4,0,0,1,0,0
3,15,2,4,0,0,0,0,1,0,0
8,28,17,3,0,0,0,0,2,0,0
4,1,1,0,0,0,0,0,3,0,0
3,16,6,9,0,0,0,7,0,0,0
3,3,2,0,0,0,0,0,7,0,0
1,3,1,0,0,0,0,0,6,0,0
8,72,37,6,0,0,0,8,3,0,0
12,2,0,0,0,0,0,0,2,0,0
12,3,0,0,0,0,0,0,2,0,0
8,9,5,0,0,0,1,2,0,0,0
1,19,6,0,0,0,0,2,2,0,0
3,10,5,4,0,0,0,0,4,0,0
1,34,11,0,0,0,0,1,7,0,0
4,2,2,0,0,0,0,0,2,0,0
4,1,4,0,0,0,0,0,4,0,0
1,16,3,0,0,0,0,0,9,0,0
12,1,0,0,0,0,0,0,2,0,0
8,1,1,0,0,0,0,0,1,0,0
4,3,2,0,0,0,0,0,10,0,0
12,4,3,0,0,0,0,0,1,0,0
3,1,5,3,0,0,0,0,9,0,0
1,48,14,4,0,4,0,2,13,0,0
1,3,4,0,0,0,0,0,7,0,0
1,1,0,0,0,0,0,0,2,0,0
12,16,6,3,0,0,0,4,1,0,0
8,11,11,0,0,0,0,0,0,0,0
4,9,3,0,0,0,0,0,1,0,0
3,10,4,4,0,0,0,0,2,0,0
8,10,5,4,0,0,0,0,12,0,0
4,16,10,7,0,2,0,0,0,0,0
8,2,2,0,0,0,0,0,7,0,0
12,31,14,3,0,2,0,0,8,0,0
8,1,1,0,0,0,0,0,8,0,0
4,0,3,0,0,0,0,0,1,0,0
1,9,2,0,0,0,0,0,13,0,0
4,3,2,0,0,0,0,0,10,0,0
1,5,0,0,0,0,0,0,5,0,0
3,33,20,8,0,0,0,1,6,0,0
4,5,8,7,0,0,0,0,7,0,0
8,13,1,12,0,0,0,0,0,0,0
8,64,60,4,0,4,0,2,5,0,0
12,47,26,0,0,1,1,0,4,0,0
3,2,6,0,0,0,0,0,2,0,0
12,15,4,0,0,0,0,0,5,0,0
8,17,11,4,0,4,0,0,13,0,0
1,16,6,0,0,0,0,2,12,0,0
8,2,0,0,0,0,0,0,4,0,0
4,5,2,0,0,0,0,0,11,0,0
4,0,1,0,0,0,0,0,4,0,0
1,6,2,0,0,0,0,0,9,0,0
8,0,4,3,0,0,0,0,16,0,0
3,14,11,4,0,0,0,1,8,0,0
8,2,0,0,0,0,0,0,6,0,0
8,26,27,0,0,0,0,2,16,0,0
12,42,19,0,0,6,2,0,7,0,0
12,8,4,0,0,0,0,0,0,0,0
1,20,6,0,0,0,0,0,4,0,0
1,0,0,0,0,0,0,0,1,0,0
4,2,1,0,0,0,0,0,3,0,0
1,53,12,0,0,2,0,0,3,0,0
1,39,9,0,0,0,0,0,6,0,0
3,65,17,43,0,1,0,8,9,0,0
4,20,20,8,0,1,0,0,0,0,0
8,11,5,0,0,0,0,0,2,0,0
3,51,28,28,0,0,0,8,11,0,0
8,30,14,11,0,1,0,0,0,0,0
3,26,14,25,0,0,0,0,3,0,0
12,27,12,4,0,0,0,0,12,0,0
