player_id,player_name,position,season,team,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season
00-0035717,Nick Bosa,DE,2022,SF,106,20,73,0,1,3,8,0
00-0035718,Quinnen Williams,DT,2022,NYJ,73,28,48,0,0,0,8,12
00-0035754,Jonathan Kongbo,DE,2022,DEN,1,0,0,0,0,0,0,4
00-0035763,Malcolm Roach,DT,2022,NO,14,16,4,0,0,0,0,2
00-0035783,Tyler Hall,CB,2022,LV,14,10,4,0,0,0,0,14
00-0035795,James Pierre,CB,2022,PIT,16,6,0,0,2,0,0,7
00-0035804,Jonas Griffith,LB,2022,DEN,26,19,0,0,2,0,0,7
00-0035841,Benito Jones,DT,2022,DET,11,11,6,0,0,0,0,2
00-0035850,Kameron Cline,DE,2022,IND,1,0,0,0,0,0,0,2
00-0035857,Chris Williams,DT,2022,IND,1,2,0,0,0,0,0,4
00-0035862,Essang Bassey,CB,2022,DEN,7,5,0,0,0,0,0,2
00-0035890,Tershawn Wharton,DT,2022,KC,7,6,4,0,0,0,0,16
00-0035895,Joe Bachie,LB,2022,CIN,1,2,0,0,0,0,0,3
00-0035903,Joe Gaziano,DT,2022,LAC,7,4,4,0,0,0,0,7
00-0035910,T.J. Smith,DT,2022,MIN,2,3,0,0,0,0,0,16
00-0035927,Breiden Fehoko,DT,2022,LAC,11,13,0,0,0,0,0,0
00-0035928,Eric Banks,DT,2022,ARI,0,1,0,0,0,0,0,6
00-0035933,Michael Hoecht,DE,2022,LA,32,18,18,0,1,0,4,12
00-0035942,Christian Rozeboom,LB,2022,LA,1,0,0,0,0,0,0,4
00-0035944,Jonah Williams,DT,2022,LA,8,17,3,0,0,0,0,10
00-0035946,Myles Adams,DT,2022,SEA,6,11,0,0,0,0,0,0
00-0035950,Myles Hartsfield,S,2022,CAR,44,16,0,0,0,0,2,14
00-0035961,Krys Barnes,LB,2022,GB,16,16,3,0,0,0,1,10
00-0035985,David Moa,DT,2022,LAC,2,0,0,0,0,0,0,5
00-0036002,Elijah Riley,S,2022,PIT,1,2,0,0,0,0,0,5
00-0036011,Bobby Price,CB,2022,DET,2,1,0,0,0,0,0,1
00-0036030,La'Darius Hamilton,DE,2022,GB,0,1,0,0,0,0,0,8
00-0036037,Sam Franklin,S,2022,CAR,7,1,0,0,0,0,2,16
00-0036043,Jace Whittaker,CB,2022,ARI,14,10,0,0,0,0,0,6
00-0036050,Benning Potoa'e,DT,2022,WAS,3,2,0,0,0,0,0,2
00-0036068,Jamir Jones,DE,2022,PIT,3,4,0,0,0,0,0,4
00-0036077,Juju Hughes,S,2022,DET,16,4,4,0,0,0,0,3
00-0036081,Broderick Washington,DT,2022,BAL,26,29,4,0,1,0,0,0
00-0036087,Myles Bryant,CB,2022,NE,42,28,0,0,2,0,0,11
00-0036114,A.J. Green,CB,2022,CLE,10,5,0,0,2,0,0,1
00-0036130,Nnamdi Madubuike,DT,2022,BAL,41,22,22,0,0,0,0,0
00-0036148,Domenique Davis,DT,2022,CIN,0,3,0,0,0,0,0,5
00-0036151,Bryce Huff,DE,2022,NYJ,14,4,14,0,1,0,4,3
00-0036152,Lamar Jackson,CB,2022,DEN,3,0,0,0,0,0,0,2
00-0036157,Kristian Welch,LB,2022,BAL,1,0,0,0,0,0,0,7
00-0036159,Josh Uche,DE,2022,NE,50,14,44,0,1,0,8,10
00-0036166,Dane Jackson,CB,2022,BUF,45,17,0,0,4,0,2,0
00-0036167,Tae Crowder,LB,2022,NYG,22,26,4,0,0,0,2,3
00-0036181,Teair Tart,DT,2022,TEN,20,25,7,0,2,0,0,15
00-0036189,Josh Thomas,S,2022,ARI,0,3,0,0,0,0,0,6
00-0036192,A.J. Epenesa,DE,2022,BUF,33,6,25,0,2,0,8,0
00-0036193,Anfernee Jennings,DE,2022,NE,17,15,5,0,0,0,3,1
00-0036199,Geno Stone,S,2022,BAL,25,10,0,0,0,0,2,7
00-0036213,Raekwon Davis,DT,2022,MIA,16,21,4,0,0,0,0,0
00-0036220,Derrick Brown,DT,2022,CAR,32,48,6,0,2,0,0,4
00-0036221,Brandon Jones,S,2022,MIA,26,28,7,0,0,3,4,2
00-0036222,Isaiah Rodgers,CB,2022,IND,24,11,0,0,0,0,2,7
00-0036224,Jonathan Greenard,DE,2022,HOU,13,13,7,0,2,2,0,9
00-0036231,Kyle Dugger,S,2022,NE,45,33,4,0,6,5,2,10
00-0036235,Shaquille Quarterman,LB,2022,JAX,3,1,0,0,0,0,2,0
00-0036237,Larrell Murchison,DT,2022,LA,9,3,8,0,0,0,0,11
00-0036237,Larrell Murchison,DT,2022,TEN,0,2,0,0,0,0,0,11
00-0036239,Jonathan Garvin,DE,2022,GB,1,8,0,0,0,0,0,8
00-0036240,Chris Jackson,CB,2022,TEN,1,0,0,0,0,0,0,3
00-0036249,Julian Okwara,DE,2022,DET,15,9,8,0,0,0,0,10
00-0036253,Julian Blackmon,S,2022,IND,34,16,3,0,2,2,0,9
00-0036260,Javon Kinlaw,DT,2022,SF,2,2,0,0,0,0,0,0
00-0036262,Davon Hamilton,DT,2022,JAX,36,34,11,0,1,0,2,0
00-0036266,Jordan Elliott,DT,2022,CLE,23,23,8,0,0,0,0,10
00-0036274,Jeff Okudah,CB,2022,DET,51,24,0,0,2,2,2,8
00-0036276,Jacob Phillips,LB,2022,CLE,28,23,7,0,0,0,0,7
00-0036280,Malik Harrison,LB,2022,BAL,18,10,0,0,0,0,0,10
00-0036281,CJ Henderson,CB,2022,CAR,50,14,0,0,4,0,2,3
00-0036282,Grant Delpit,S,2022,CLE,64,47,0,0,8,0,0,8
00-0036285,A.J. Terrell,CB,2022,ATL,30,18,0,0,0,0,0,1
00-0036286,K'Lavon Chaisson,DE,2022,JAX,10,3,4,0,1,0,0,0
00-0036287,Noah Igbinoghene,CB,2022,MIA,8,2,0,0,2,0,0,8
00-0036288,Yetur Gross-Matos,DE,2022,CAR,23,42,11,0,0,0,0,9
00-0036289,Ross Blacklock,DT,2022,MIN,6,0,4,0,0,0,0,11
00-0036292,Jaylon Johnson,CB,2022,CHI,25,11,0,0,0,0,2,9
00-0036293,Jeremy Chinn,S,2022,CAR,49,25,4,0,0,0,0,3
00-0036294,Logan Wilson,LB,2022,CIN,81,55,9,0,3,0,8,0
00-0036296,Jabari Zuniga,DE,2022,NO,2,0,0,0,0,0,0,8
00-0036298,Akeem Davis-Gaither,LB,2022,CIN,24,15,0,0,0,0,0,0
00-0036300,Mykal Walker,LB,2022,ATL,55,63,4,0,4,0,2,13
00-0036302,Jaylinn Hawkins,S,2022,ATL,44,43,0,0,4,0,3,1
00-0036303,Josiah Scott,CB,2022,PHI,22,8,0,0,4,0,0,0
00-0036304,John Reid,CB,2022,TEN,5,1,0,0,0,0,0,9
00-0036305,Trevis Gipson,DE,2022,CHI,28,15,12,0,0,0,0,17
00-0036306,Daniel Thomas,S,2022,JAX,1,2,0,0,0,0,0,3
00-0036307,Kindle Vildor,CB,2022,CHI,22,16,0,0,3,0,2,4
00-0036311,Bravvion Roy,DT,2022,CAR,7,13,0,0,2,0,0,2
00-0036314,Markus Bailey,LB,2022,CIN,10,5,0,0,0,0,0,13
00-0036316,Chris Claybrooks,CB,2022,JAX,3,0,0,0,0,0,0,4
00-0036321,Chase Young,DE,2022,WAS,2,3,0,0,0,0,0,3
00-0036323,Patrick Queen,LB,2022,BAL,87,60,22,0,4,0,3,0
00-0036329,Ashtyn Davis,S,2022,NYJ,0,0,0,0,2,0,0,2
00-0036330,Cameron Dantzler,CB,2022,MIN,43,10,0,0,0,0,2,3
00-0036333,Alex Highsmith,DE,2022,PIT,74,34,56,0,1,0,17,1
00-0036335,D.J. Wonnum,DE,2022,MIN,27,24,18,0,2,0,4,0
00-0036337,James Lynch,DT,2022,MIN,12,9,0,0,0,0,0,0
00-0036338,Troy Dye,LB,2022,MIN,1,3,0,0,0,0,0,8
00-0036341,Khalid Kareem,DE,2022,IND,3,1,0,0,1,0,0,2
00-0036343,Khaleke Hudson,LB,2022,WAS,3,4,0,0,0,0,0,11
00-0036344,Harrison Hand,CB,2022,CHI,8,4,0,0,0,0,3,1
00-0036348,Josh Metellus,S,2022,MIN,26,8,0,0,2,0,0,10
00-0036349,Kamren Curl,S,2022,WAS,59,31,2,0,0,0,0,4
00-0036351,James Smith-Williams,DE,2022,WAS,23,13,11,0,0,0,0,2
00-0036352,Carlos Davis,DT,2022,PIT,4,0,4,0,0,0,0,1
00-0036356,Isaiah Simmons,LB,2022,ARI,77,37,14,0,5,3,5,8
00-0036361,Trevon Diggs,CB,2022,DAL,51,12,0,0,6,0,0,0
00-0036362,Willie Gay,LB,2022,KC,53,51,10,0,2,2,0,0
00-0036366,Neville Gallimore,DT,2022,DAL,18,19,4,0,0,0,0,0
00-0036368,Tanner Muse,LB,2022,SEA,3,6,0,0,0,0,0,0
00-0036371,Leki Fotu,DT,2022,ARI,9,23,0,0,0,0,0,4
00-0036373,Rashard Lawrence,DT,2022,ARI,9,4,0,0,0,0,3,8
00-0036374,L'Jarius Sneed,CB,2022,KC,80,47,13,0,6,0,10,0
00-0036375,Amik Robertson,CB,2022,LV,31,14,3,0,4,0,2,1
00-0036378,Michael Danna,DE,2022,KC,24,19,18,0,1,0,8,0
00-0036380,Alohi Gilman,S,2022,LAC,32,25,0,0,2,0,2,0
00-0036388,Xavier McKinney,S,2022,NYG,27,21,4,0,0,0,2,0
00-0036394,Darnay Holmes,CB,2022,NYG,32,10,0,0,1,0,2,0
00-0036395,K'Von Wallace,S,2022,PHI,19,4,0,0,0,0,0,0
00-0036401,Shaun Bradley,LB,2022,PHI,1,0,0,0,0,0,0,6
00-0036402,Carter Coughlin,LB,2022,NYG,0,1,0,0,0,0,0,3
00-0036403,Casey Toohill,DE,2022,WAS,14,14,3,0,0,0,0,3
00-0036409,Jordyn Brooks,LB,2022,SEA,91,76,4,0,0,0,2,1
00-0036411,Antoine Winfield,S,2022,TB,72,27,14,0,2,0,4,0
00-0036413,Darrell Taylor,DE,2022,SEA,45,9,33,0,1,0,14,5
00-0036416,Kristian Fulton,CB,2022,TEN,36,17,0,0,2,0,2,11
00-0036418,Zack Baun,LB,2022,NO,3,7,0,0,0,0,0,19
00-0036419,Terrell Lewis,DE,2022,LA,15,6,4,0,2,0,0,17
00-0036421,Terrell Burgess,S,2022,LA,6,5,0,0,0,0,0,4
00-0036431,Jordan Fuller,S,2022,LA,5,6,0,0,0,0,0,9
00-0036440,Derrek Tuszka,DE,2022,LAC,6,5,0,0,0,0,0,6
00-0036440,Derrek Tuszka,DE,2022,TEN,0,2,0,0,0,0,0,6
00-0036441,Kenneth Murray,LB,2022,LAC,48,40,4,0,2,0,2,0
00-0036447,David Bada,DT,2022,WAS,0,2,0,0,0,0,0,5
00-0036462,Innis Gaines,S,2022,GB,3,0,0,0,0,0,0,7
00-0036479,Kwity Paye,DE,2022,IND,54,16,24,0,1,0,0,5
00-0036480,Dayo Odeyingbo,DE,2022,IND,30,21,21,0,0,0,3,4
00-0036500,Jamien Sherwood,LB,2022,NYJ,9,8,3,0,0,0,3,8
00-0036501,Michael Carter,CB,2022,NYJ,46,23,0,0,4,0,0,13
00-0036502,Jason Pinnock,S,2022,NYG,31,15,7,0,0,0,2,0
00-0036503,Hamsah Nasirildeen,LB,2022,NYJ,1,1,0,0,0,0,0,5
00-0036504,Brandin Echols,CB,2022,NYJ,4,1,0,0,0,0,0,1
00-0036507,Michael Dwumfour,DT,2022,HOU,6,1,0,0,1,0,0,13
00-0036507,Michael Dwumfour,DT,2022,SF,1,1,0,0,0,0,0,13
00-0036511,Milo Eifler,LB,2022,WAS,3,0,0,0,0,0,0,14
00-0036552,Azeez Ojulari,DE,2022,NYG,19,8,18,0,0,0,10,0
00-0036553,Carlos Basham,DE,2022,BUF,16,11,7,0,3,0,0,0
00-0036558,Daviyon Nixon,DT,2022,CAR,3,3,0,0,0,0,0,5
00-0036559,Shaun Wade,CB,2022,NE,2,0,0,0,0,0,0,16
00-0036561,Keith Taylor,CB,2022,CAR,22,6,0,0,0,0,0,7
00-0036563,Deommodore Lenoir,CB,2022,SF,55,32,4,0,2,0,0,0
00-0036564,Talanoa Hufanga,S,2022,SF,73,38,7,0,9,2,6,0
00-0036568,Roy Lopez,DT,2022,HOU,25,21,4,3,0,0,0,16
00-0036570,Rodarius Williams,CB,2022,NYG,15,0,0,0,2,0,0,1
00-0036573,Rachad Wildgoose,CB,2022,WAS,10,6,0,0,0,0,0,12
00-0036576,Phil Hoskins,DT,2022,CAR,1,1,0,0,0,0,0,1
00-0036587,Ar'Darius Washington,S,2022,BAL,1,0,0,0,0,0,0,1
00-0036589,Nick McCloud,CB,2022,NYG,28,17,7,0,0,0,0,0
00-0036614,Jamin Davis,LB,2022,WAS,71,49,10,0,1,0,1,9
00-0036615,Caleb Farley,CB,2022,TEN,9,1,0,0,0,0,0,3
00-0036617,Asante Samuel,CB,2022,LAC,50,12,0,0,6,1,1,0
00-0036621,Nick Bolton,LB,2022,KC,112,84,7,0,4,0,2,0
00-0036624,Alim McNeill,DT,2022,DET,20,30,4,0,0,0,0,1
00-0036625,Benjamin St-Juste,CB,2022,WAS,40,8,8,0,2,0,2,2
00-0036629,Camryn Bynum,S,2022,MIN,44,39,0,0,6,0,0,0
00-0036633,Caden Sterns,S,2022,DEN,12,12,0,0,4,0,0,2
00-0036634,Tony Fields,LB,2022,CLE,25,21,0,0,2,3,2,9
00-0036638,Darrick Forrest,S,2022,WAS,54,37,0,0,8,0,4,3
00-0036642,Tedarrell Slaton,DT,2022,GB,10,24,0,0,1,0,0,1
00-0036643,K.J. Britt,LB,2022,TB,2,5,0,0,0,0,0,0
00-0036649,Quinton Bohanna,DT,2022,DAL,4,16,0,0,0,0,0,9
00-0036658,Isaiah McDuffie,LB,2022,GB,14,16,0,0,0,0,0,7
00-0036661,Israel Mukuamu,S,2022,DAL,10,5,0,0,2,0,0,0
00-0036664,William Bradley-King,DE,2022,WAS,1,1,0,0,0,0,0,14
00-0036666,Shaka Toney,DE,2022,WAS,4,1,0,0,0,0,0,15
00-0036678,DiCaprio Bootle,CB,2022,KC,0,1,0,0,0,0,0,5
00-0036682,Malik Herring,DE,2022,KC,1,5,0,0,0,0,0,10
00-0036689,Marvin Wilson,DT,2022,PHI,2,2,0,0,0,0,0,3
00-0036695,Naquan Jones,DT,2022,TEN,8,12,4,0,0,0,0,13
00-0036716,Amen Ogbongbemiga,LB,2022,LAC,1,2,0,0,0,0,0,1
00-0036748,Jerry Jacobs,CB,2022,DET,36,13,4,0,2,0,0,4
00-0036752,AJ Parker,CB,2022,DET,8,3,0,0,0,0,0,1
00-0036764,Tyler Coyle,S,2022,DAL,4,0,0,0,0,0,0,16
00-0036813,Christian Elliss,LB,2022,PHI,5,2,0,0,0,0,0,2
00-0036843,Isaiahh Loudermilk,DT,2022,PIT,5,3,0,0,0,0,0,2
00-0036844,Garret Wallow,LB,2022,HOU,5,6,0,0,0,0,0,7
00-0036845,Quincy Roche,DE,2022,NYG,0,1,0,0,0,0,0,15
00-0036846,Tre Norwood,S,2022,PIT,16,6,0,0,0,0,0,11
00-0036850,Cameron Sample,DE,2022,CIN,23,12,8,0,0,0,0,0
00-0036855,Earnest Brown,DE,2022,LA,4,6,0,0,0,0,0,7
00-0036867,Chris Rumph,DE,2022,LAC,12,5,8,0,0,0,0,4
00-0036871,Nate Hobbs,CB,2022,LV,57,20,4,0,0,0,2,12
00-0036874,Patrick Surtain II,CB,2022,DEN,45,19,0,0,4,0,2,5
00-0036881,Jay Tufele,DT,2022,CIN,5,14,0,0,0,0,0,0
00-0036882,Jabril Cox,LB,2022,DAL,1,3,0,0,0,0,0,1
00-0036883,Tommy Togiai,DT,2022,CLE,2,13,3,0,0,0,1,17
00-0036884,Marco Wilson,CB,2022,ARI,46,18,0,0,6,2,2,6
00-0036885,Tre Brown,CB,2022,SEA,3,0,0,0,0,0,0,5
00-0036888,Damar Hamlin,S,2022,BUF,58,40,7,0,0,0,2,2
00-0036895,Elerson Smith,DE,2022,NYG,0,1,0,0,0,0,0,5
00-0036896,Victor Dimukeje,DE,2022,ARI,8,5,0,0,0,0,0,18
00-0036899,Aaron Robinson,CB,2022,NYG,4,1,0,0,0,0,0,1
00-0036901,Eric Stokes,CB,2022,GB,17,8,0,0,0,0,0,7
00-0036902,Joseph Ossai,DE,2022,CIN,18,13,14,0,2,0,0,0
00-0036903,Bobby Brown,DT,2022,LA,5,4,0,0,0,0,0,2
00-0036904,Robert Rochell,CB,2022,LA,1,0,0,0,0,0,0,13
00-0036908,Thomas Graham,CB,2022,CLE,5,1,0,0,0,0,0,1
00-0036909,Khyiris Tonga,DT,2022,MIN,12,20,3,0,1,0,0,0
00-0036914,Gregory Rousseau,DE,2022,BUF,48,20,33,0,1,0,4,0
00-0036915,Jeremiah Owusu-Koramoah,LB,2022,CLE,41,36,0,0,0,0,4,2
00-0036916,Milton Williams,DT,2022,PHI,35,20,16,0,0,0,0,0
00-0036917,Zech McPhearson,CB,2022,PHI,8,0,4,0,0,0,0,0
00-0036920,Marlon Tuipulotu,DT,2022,PHI,8,11,4,0,1,1,0,6
00-0036922,Patrick Johnson,DE,2022,PHI,4,3,0,0,0,0,2,0
00-0036926,Payton Turner,DE,2022,NO,15,10,8,0,0,0,0,4
00-0036927,Pete Werner,LB,2022,NO,58,25,0,0,1,0,4,10
00-0036932,Micah Parsons,DE,2022,DAL,73,34,51,0,0,0,11,0
00-0036933,Zaven Collins,DE,2022,ARI,62,55,8,0,2,2,2,20
00-0036934,Jaelan Phillips,DE,2022,MIA,56,39,31,0,0,0,4,0
00-0036935,Kelvin Joseph,CB,2022,DAL,11,2,0,0,0,0,2,8
00-0036937,Paulson Adebo,CB,2022,NO,49,13,0,0,0,0,0,12
00-0036938,Rashad Weaver,DE,2022,TEN,35,15,20,0,0,0,8,15
00-0036940,Odafe Oweh,DE,2022,BAL,37,23,14,0,0,0,2,0
00-0036941,Andre Cisco,S,2022,JAX,45,30,4,0,6,2,0,0
00-0036942,Osa Odighizuwa,DT,2022,DAL,41,20,15,0,1,0,4,0
00-0036944,Jaycee Horn,CB,2022,CAR,45,18,0,0,7,0,0,9
00-0036948,Ta'Quon Graham,DT,2022,ATL,17,22,0,0,0,0,2,9
00-0036949,Adetokunbo Ogundeji,DE,2022,ATL,20,28,6,0,0,0,0,1
00-0036952,Jonathon Cooper,DE,2022,DEN,20,30,8,0,1,0,0,4
00-0036956,Darren Hall,S,2022,ATL,28,18,0,0,1,0,2,5
00-0036961,Richie Grant,S,2022,ATL,66,61,0,0,4,0,2,8
00-0036962,Trevon Moehrig,S,2022,LV,37,20,0,0,0,0,1,14
00-0036964,Derrick Barnes,LB,2022,DET,26,22,4,0,1,0,0,6
00-0036967,Joe Tryon,DE,2022,TB,35,23,18,0,0,0,0,0
00-0036974,Tyson Campbell,CB,2022,JAX,61,18,0,0,7,0,2,0
00-0036981,Christian Barmore,DT,2022,NE,18,16,11,0,1,0,3,4
00-0036982,Chauncey Golston,DE,2022,DAL,11,15,4,0,0,0,0,0
00-0036986,Nahshon Wright,CB,2022,DAL,17,6,0,0,2,0,0,14
00-0036987,Brandon Stephens,CB,2022,BAL,27,11,3,0,0,0,0,2
00-0036989,Malcolm Koonce,DE,2022,LV,3,1,0,0,0,0,0,11
00-0036990,Divine Deablo,LB,2022,LV,36,39,0,0,0,0,0,5
00-0036992,Elijah Molden,S,2022,TEN,5,1,0,0,0,0,0,7
00-0036993,Ifeatu Melifonwu,S,2022,DET,9,6,2,0,0,0,0,3
00-0036994,Ernest Jones,LB,2022,LA,54,63,0,0,3,0,2,7
00-0036995,Baron Browning,DE,2022,DEN,31,19,22,0,3,0,2,2
00-0036996,Greg Newsome,CB,2022,CLE,28,16,3,0,0,0,0,8
00-0036998,Jevon Holland,S,2022,MIA,72,29,5,0,4,0,3,0
00-0037000,Monty Rice,LB,2022,TEN,30,38,0,0,0,0,0,12
00-0037007,Patrick Jones,DE,2022,MIN,28,10,16,0,1,0,0,0
00-0037008,Ambry Thomas,CB,2022,SF,5,0,0,0,0,0,0,1
00-0037034,Dee Alford,CB,2022,ATL,22,9,3,3,2,0,0,4
00-0037043,Amare Barno,DE,2022,CAR,11,2,7,0,0,0,0,1
00-0037046,Donovan Jeter,NT,2022,WAS,1,0,0,0,0,0,0,2
00-0037051,Elijah Garcia,DT,2022,DEN,1,0,0,0,0,0,0,4
00-0037052,N/A,N/A,2022,LA,0,1,0,0,0,0,0,12
00-0037057,Keir Thomas,DE,2022,LA,4,1,0,0,0,0,0,11
00-0037061,De'Shaan Dixon,OLB,2022,JAX,0,1,0,0,0,0,0,3
00-0037073,Jordan Davis,DT,2022,PHI,9,10,0,0,0,0,0,0
00-0037074,Quay Walker,LB,2022,GB,72,58,6,0,0,0,8,6
00-0037075,Devonte Wyatt,DT,2022,GB,10,9,6,0,0,0,4,6
00-0037079,Tariq Woolen,CB,2022,SEA,56,18,0,0,12,2,0,0
00-0037082,Dominique Robinson,DE,2022,CHI,20,17,7,0,1,0,0,2
00-0037083,Kingsley Enagbare,DE,2022,GB,29,16,12,0,0,0,0,2
00-0037084,Kyron Johnson,LB,2022,PHI,0,1,0,0,0,0,0,7
00-0037095,Christian Holmes,CB,2022,WAS,6,1,0,0,0,0,0,4
00-0037096,Elijah Hicks,S,2022,CHI,7,14,0,0,0,0,2,7
00-0037106,Jaylon Jones,CB,2022,CHI,24,16,0,0,0,0,0,8
00-0037109,Jack Sanborn,LB,2022,CHI,41,27,8,0,0,0,0,8
00-0037129,Josh Blackwell,CB,2022,CHI,7,5,0,0,0,0,0,8
00-0037130,Reed Blankenship,S,2022,PHI,20,14,0,0,2,0,0,0
00-0037149,N/A,N/A,2022,SEA,2,1,0,0,0,0,0,10
00-0037155,Tony Adams,S,2022,NYJ,9,6,0,0,0,0,0,10
00-0037181,Rayshad Nichols,DT,2022,BAL,1,3,0,0,0,0,0,13
00-0037190,Sauce Gardner,CB,2022,NYJ,52,30,0,1,4,0,0,12
00-0037191,Trent McDuffie,CB,2022,KC,28,19,3,0,0,0,4,0
00-0037192,George Karlaftis,DE,2022,KC,35,21,26,0,1,0,0,0
00-0037193,Bryan Cook,S,2022,KC,22,8,3,0,0,0,0,0
00-0037195,Jaylen Watson,CB,2022,KC,38,11,0,0,2,2,0,0
00-0037222,A.J. Thomas,S,2022,CHI,2,0,0,0,0,0,0,1
00-0037235,Travon Walker,DE,2022,JAX,37,31,14,0,3,0,4,0
00-0037236,Aidan Hutchinson,DE,2022,DET,58,29,39,0,6,0,0,1
00-0037237,Derek Stingley Jr.,CB,2022,HOU,36,10,2,0,2,0,0,6
00-0037242,Kaiir Elam,CB,2022,BUF,31,11,0,0,4,0,0,0
00-0037244,Devin Lloyd,LB,2022,JAX,58,63,0,0,6,0,0,0
00-0037246,Jalen Pitre,S,2022,HOU,96,66,4,0,10,0,2,9
00-0037249,Nik Bonitto,DE,2022,DEN,7,10,5,0,0,0,3,11
00-0037250,Martin Emerson,CB,2022,CLE,50,16,4,0,0,0,0,11
00-0037251,Alex Wright,DE,2022,CLE,13,17,0,0,0,0,0,1
00-0037253,Marcus Jones,CB,2022,ARI,1,0,0,0,1,0,0,10
00-0037253,Marcus Jones,CB,2022,NE,29,10,0,0,4,2,0,10
00-0037254,Terrel Bernard,LB,2022,BUF,3,13,0,0,0,0,0,16
00-0037259,Micah McFadden,LB,2022,NYG,33,35,8,0,0,0,2,3
00-0037260,D.J. Davidson,DT,2022,NYG,1,3,0,0,0,0,0,4
00-0037262,Thomas Booker,DT,2022,HOU,9,9,3,0,0,0,0,13
00-0037268,Zyon McCollum,CB,2022,TB,11,6,0,0,0,0,0,20
00-0037269,Eric Johnson,DT,2022,IND,1,2,0,0,0,0,0,4
00-0037270,Otito Ogbonnia,DT,2022,LAC,11,4,0,0,0,0,0,1
00-0037274,Esezi Otomewo,DE,2022,MIN,4,2,0,0,0,0,0,6
00-0037275,DaRon Bland,CB,2022,DAL,46,17,0,0,10,0,0,0
00-0037280,Matthew Butler,DT,2022,LV,0,7,3,0,0,1,1,13
00-0037281,Damone Clark,LB,2022,DAL,24,21,0,0,0,1,4,5
00-0037283,John Ridgeway,DT,2022,WAS,7,18,0,0,0,0,2,7
00-0037288,Christian Benford,CB,2022,BUF,19,8,0,0,2,0,1,1
00-0037289,Malcolm Rodriguez,LB,2022,DET,45,49,4,0,1,0,0,8
00-0037296,Gregory Junior,CB,2022,JAX,3,3,0,0,0,0,0,8
00-0037298,Sam Roberts,DT,2022,NE,1,1,0,0,0,0,0,6
00-0037301,Theo Jackson,S,2022,MIN,0,1,0,0,0,0,0,1
00-0037303,Matt Henningsen,DE,2022,DEN,10,15,4,0,0,0,0,10
00-0037307,Ja'Sir Taylor,CB,2022,LAC,9,7,0,0,0,0,0,0
00-0037310,James Houston,DE,2022,DET,34,1,31,0,0,0,4,5
00-0037313,Montaric Brown,CB,2022,JAX,4,1,0,0,0,0,0,11
00-0037314,Isaiah Thomas,DE,2022,CLE,8,5,4,0,0,0,0,6
00-0037316,Mark Robinson,LB,2022,PIT,2,6,0,0,0,0,0,4
00-0037318,Baylon Spector,LB,2022,BUF,3,1,0,0,0,0,0,2
00-0037321,Chase Lucas,CB,2022,DET,1,1,0,0,0,0,0,3
00-0037323,Rodney Thomas II,S,2022,IND,37,19,0,0,8,0,0,6
00-0037330,Jesse Luketa,DE,2022,ARI,3,2,0,0,0,0,0,9
00-0037332,D'Anthony Bell,S,2022,CLE,4,2,0,0,0,0,0,2
00-0037341,Roderick Perry,DT,2022,CLE,0,2,0,0,0,0,0,5
00-0037353,Kader Kohou,CB,2022,MIA,63,14,0,0,2,1,3,0
00-0037354,Verone McKinley III,S,2022,MIA,11,7,0,0,2,0,0,18
00-0037356,Ben Stille,DT,2022,CLE,0,3,0,0,0,0,0,2
00-0037356,Ben Stille,DT,2022,MIA,0,2,0,0,0,0,0,2
00-0037363,Marquan McCall,NT,2022,CAR,9,8,0,0,0,0,0,7
00-0037364,Arron Mosby,DE,2022,CAR,1,0,0,0,0,0,0,1
00-0037373,Zyon Gilbert,CB,2022,NYG,10,3,4,0,0,0,0,20
00-0037375,Christopher Hinton,DT,2022,LAC,1,2,0,0,0,0,0,4
00-0037384,Ja'Quan McMillian,CB,2022,DEN,6,1,0,0,0,0,0,7
00-0037395,Dallis Flowers,CB,2022,IND,4,4,0,0,0,0,0,4
00-0037415,Allan George,CB,2022,CIN,1,1,0,0,0,0,0,1
00-0037431,Kingsley Jonathan,DE,2022,BUF,2,0,0,0,0,0,0,1
00-0037431,Kingsley Jonathan,DE,2022,CHI,0,4,0,0,0,0,0,1
00-0037447,Tomon Fox,DE,2022,NYG,16,12,3,0,0,0,0,17
00-0037457,Jake Hansen,LB,2022,HOU,15,11,4,0,0,0,2,1
00-0037459,Kurt Hinish,DT,2022,HOU,11,20,4,0,0,0,0,2
00-0037468,Raheem Layne,S,2022,LAC,1,0,0,0,0,0,0,2
00-0037488,Nolan Turner,S,2022,TB,2,0,0,0,0,0,0,2
00-0037491,J.J. Russell,LB,2022,TB,1,3,0,0,0,0,0,7
00-0037499,Luiji Vilain,DE,2022,MIN,1,1,0,0,0,0,0,2
00-0037503,Darien Butler,LB,2022,LV,1,3,0,0,0,0,0,1
00-0037512,Isaiah Pola-Mao,S,2022,LV,15,5,4,0,0,0,1,6
00-0037516,Sam Webb,CB,2022,LV,23,10,0,0,0,0,2,12
00-0037517,Luke Masterson,LB,2022,LV,21,33,0,0,0,0,0,11
00-0037551,Stephen Jones,DE,2022,ARI,1,5,0,0,0,0,0,11
00-0037561,Markquese Bell,S,2022,DAL,1,0,0,0,0,0,0,12
00-0037585,Timmy Horne,DT,2022,ATL,9,19,0,0,0,0,0,17
