Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Sk,Int.1,All-pro teams,Player-additional,Year
OLB,Lavonte David,TAM,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,107.0,7.0,5,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,DaviLa00,2013
OLB,Ahmad Brooks,SFO,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,52.0,8.5,1,FW: 1st Tm All-Conf. AP: 2nd Tm,BrooAh21,2013
OLB,Justin Houston,KAN,24,2,11,11,0,0,0,0,0,0,0,0,0,0,0,41.0,11.0,0,FW: 1st Tm All-Conf. PFF: 2nd Tm,HousJu00,2013
OLB,Tamba Hali,KAN,30,7,15,15,0,0,0,0,0,0,0,0,0,0,0,39.0,11.0,1,AP: 2nd Tm,HaliTa20,2013
ILB,NaVorro Bowman,SFO,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,120.0,5.0,2,AP: 1st Tm PFF: 2nd Tm SN: 1st Tm,BowmNa99,2013
ILB,Karlos Dansby,ARI,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,114.0,6.5,4,AP: 2nd Tm,DansKa20,2013
MLB,Luke Kuechly,CAR,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,93.0,2.0,4,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,KuecLu00,2013
MLB,Vontaze Burfict,CIN,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,114.0,3.0,1,FW: 1st Tm All-Conf. AP: 2nd Tm,BurfVo00,2013
LB,Patrick Willis,SFO,28,6,14,14,0,0,0,0,0,0,0,0,0,0,0,82.0,3.0,0,PFF: 1st Tm,WillPa98,2013
LB,Thomas Davis,CAR,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,85.0,4.0,2,PFF: 2nd Tm,DaviTh20,2013
CB,Richard Sherman,SEA,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,38.0,0.0,8,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,SherRi00,2013
CB,Patrick Peterson,ARI,23,2,16,16,1,1,17,0,0,4,21,0,6,54,0,40.0,0.0,3,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,PetePa00,2013
CB,Joe Haden,CLE,24,3,15,15,0,0,0,0,0,0,0,0,0,0,0,43.0,0.0,4,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,HadeJo99,2013
CB,Brent Grimes,MIA,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,52.0,0.0,4,FW: 1st Tm All-Conf. PFF: 1st Tm,GrimBr20,2013
CB,Tyrann Mathieu,ARI,21,Rook,13,11,0,0,0,0,0,0,0,0,0,0,0,65.0,1.0,2,PFF: 1st Tm,MathTy00,2013
CB,Darrelle Revis,TAM,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,43.0,1.0,2,PFF: 1st Tm,ReviDa99,2013
CB,Chris Harris Jr.,DEN,24,2,16,15,0,0,0,0,0,0,0,0,0,0,0,58.0,0.0,3,PFF: 2nd Tm,HarrCh01,2013
CB,Aqib Talib,NWE,27,5,13,13,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0,4,AP: 2nd Tm,TaliAq99,2013
CB,Alterraun Verner,TEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,49.0,0.0,5,AP: 2nd Tm,VernAl99,2013
S,Eric Berry,KAN,25,3,15,15,0,0,0,0,0,0,0,0,0,0,0,66.0,3.5,3,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,BerrEr99,2013
S,Earl Thomas,SEA,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,78.0,0.0,5,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,ThomEa99,2013
S,Devin McCourty,NWE,26,3,15,15,0,0,0,0,0,0,0,0,0,0,0,48.0,0.0,1,AP: 2nd Tm PFF: 1st Tm,McCoDe99,2013
S,Donte Whitner,SFO,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,58.0,0.0,2,FW: 1st Tm All-Conf. PFF: 2nd Tm,WhitDo20,2013
S,Eric Weddle,SDG,28,6,16,16,0,0,0,0,0,2,4,0,0,0,0,88.0,1.0,2,FW: 1st Tm All-Conf. AP: 2nd Tm,WeddEr99,2013
S,T.J. Ward,CLE,27,3,16,16,0,0,0,0,0,0,0,0,0,0,0,75.0,1.5,2,AP: 2nd Tm,WardT.99,2013
S,Antrel Rolle,NYG,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,80.0,2.0,6,AP: 2nd Tm,RollAn20,2013
S,Kam Chancellor,SEA,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,65.0,0.0,3,AP: 2nd Tm,ChanKa99,2013
S,Jairus Byrd,BUF,27,4,11,9,0,0,0,0,0,0,0,0,0,0,0,37.0,1.0,4,AP: 2nd Tm,ByrdJa99,2013
K,Nick Folk,NYJ,29,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,FolkNi20,2013
K,Matt Prater,DEN,29,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,PratMa20,2013
P,Johnny Hekker,STL,23,1,16,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,HekkJo00,2013
P,Brandon Fields,MIA,29,6,16,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,FielBr20,2013
P,Thomas Morstead,NOR,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,PFF: 2nd Tm,MorsTh00,2013
PR,Dexter McCluster,KAN,24,3,15,6,0,0,0,0,0,8,5,0,53,511,2,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,McClDe00,2013
PR,Golden Tate,SEA,25,3,16,13,0,0,0,0,0,3,31,0,64,898,5,0.0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm,TateGo00,2013
KR,Cordarrelle Patterson,MIN,22,Rook,16,6,0,0,0,0,0,12,158,3,45,469,4,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,PattCo00,2013
KR,Quintin Demps,KAN,28,5,16,6,0,0,0,0,0,0,0,0,0,0,0,24.0,0.0,4,FW: 1st Tm All-Conf. PFF: 2nd Tm,DempQu99,2013
ST,Justin Bethel,ARI,23,1,16,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm PFF: 1st Tm,BethJu00,2013
ST,Matthew Slater,NWE,28,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0,FW: 1st Tm All-Conf.,SlatMa00,2013
ST,Jeremy Lane,SEA,23,1,15,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.0,0,PFF: 2nd Tm,LaneJe00,2013
PK,Justin Tucker,BAL,24,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,TuckJu00,2013
PK,Stephen Hauschka,SEA,28,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,HausSt00,2013
QB,Aaron Rodgers,GNB,31,9,16,16,341,520,4381,38,5,43,269,2,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,RodgAa00,2014
QB,Tom Brady,NWE,37,14,16,16,373,582,4109,33,9,36,57,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,BradTo00,2014
QB,Tony Romo,DAL,34,10,15,15,304,435,3705,34,9,26,61,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,RomoTo00,2014
QB,Ben Roethlisberger,PIT,32,10,16,16,408,608,4952,32,9,33,27,0,0,-6,0,0.0,0.0,0,PFF: 2nd Tm,RoetBe00,2014
RB,Le'Veon Bell,PIT,22,1,16,16,0,0,0,0,0,290,1361,8,83,854,3,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,BellLe00,2014
RB,DeMarco Murray,DAL,26,3,16,16,0,0,0,0,0,392,1845,13,57,416,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,MurrDe00,2014
RB,Marshawn Lynch,SEA,28,7,16,14,0,0,0,0,0,280,1306,13,37,367,4,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,LyncMa00,2014
RB,Justin Forsett,BAL,29,6,16,14,0,0,0,0,0,235,1266,8,44,263,0,0.0,0.0,0,FW: 1st Tm All-Conf.,ForsJu00,2014
FB,Anthony Sherman,KAN,26,3,16,6,0,0,0,0,0,2,8,0,10,71,1,13.0,0.0,0,PFF: 1st Tm AP: 2nd Tm,SherAn00,2014
FB,John Kuhn,GNB,32,8,16,2,0,0,0,0,0,24,85,1,4,23,0,1.0,0.0,0,AP: 1st Tm,KuhnJo00,2014
FB,Bruce Miller,SFO,27,3,16,8,0,0,0,0,0,6,9,0,18,189,2,1.0,0.0,0,PFF: 2nd Tm,MillBr02,2014
WR,Antonio Brown,PIT,26,4,16,16,2,2,20,1,0,4,13,0,129,1698,13,1.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,BrowAn04,2014
WR,Dez Bryant,DAL,26,4,16,16,0,0,0,0,0,0,0,0,88,1320,16,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,BryaDe01,2014
WR,Jordy Nelson,GNB,29,6,16,16,0,0,0,0,0,0,0,0,98,1519,13,1.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm SN: 1st Tm,NelsJo00,2014
WR,Odell Beckham Jr.,NYG,22,Rook,12,11,0,1,0,0,0,7,35,0,91,1305,12,1.0,0.0,0,PFF: 1st Tm,BeckOd00,2014
WR,Emmanuel Sanders,DEN,27,4,16,16,0,0,0,0,0,8,44,0,101,1404,9,0.0,0.0,0,PFF: 1st Tm,SandEm00,2014
WR,Julio Jones,ATL,25,3,15,15,0,0,0,0,0,1,1,0,104,1593,6,0.0,0.0,0,SN: 1st Tm,JoneJu02,2014
WR,Demaryius Thomas,DEN,27,4,16,16,0,0,0,0,0,0,0,0,111,1619,11,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,ThomDe03,2014
WR,Randall Cobb,GNB,24,3,16,16,0,0,0,0,0,11,37,0,91,1287,12,0.0,0.0,0,PFF: 2nd Tm,CobbRa00,2014
TE,Rob Gronkowski,NWE,25,4,15,10,0,0,0,0,0,0,0,0,82,1124,12,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,GronRo00,2014
TE,Greg Olsen,CAR,29,7,16,16,0,0,0,0,0,0,0,0,84,1008,6,0.0,0.0,0,FW: 1st Tm All-Conf. PFF: 2nd Tm,OlseGr00,2014
T,Tyron Smith,DAL,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,SmitTy00,2014
T,Jason Peters,PHI,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm SN: 1st Tm,PeteJa21,2014
T,Joe Thomas,CLE,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,ThomJo28,2014
T,Andrew Whitworth,CIN,33,8,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,WhitAn20,2014
LG,Kelechi Osemele,BAL,25,2,14,14,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFF: 2nd Tm,OsemKe00,2014
G,Marshal Yanda,BAL,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,YandMa20,2014
G,Josh Sitton,GNB,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm SN: 1st Tm,SittJo20,2014
G,Joel Bitonio,CLE,23,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm,BitoJo00,2014
G,Zack Martin,DAL,24,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm,MartZa00,2014
G,Kyle Long,CHI,26,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,LongKy00,2014
C,Travis Frederick,DAL,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,FredTr00,2014
C,Nick Mangold,NYJ,30,8,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm,MangNi20,2014
C,Maurkice Pouncey,PIT,25,4,16,16,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,AP: 1st Tm,PounMa20,2014
RG,T.J. Lang,GNB,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,LangT.20,2014
RT,Lane Johnson,PHI,24,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,JohnLa01,2014
RT,Sebastian Vollmer,NWE,30,5,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFF: 2nd Tm,VollSe20,2014
DE,J.J. Watt,HOU,25,3,16,16,0,0,0,0,0,0,0,0,3,4,3,59.0,20.5,1,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,WattJ.00,2014
DE,Mario Williams,BUF,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,36.0,14.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,WillMa22,2014
DE,Robert Quinn,STL,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,39.0,10.5,0,SN: 1st Tm,QuinRo00,2014
DE,Calais Campbell,ARI,28,6,14,14,0,0,0,0,0,0,0,0,0,0,0,48.0,7.0,1,FW: 1st Tm All-Conf. AP: 2nd Tm,CampCa99,2014
DE,Fletcher Cox,PHI,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,4.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,CoxxFl00,2014
DE,Cameron Wake,MIA,32,5,16,16,0,0,0,0,0,0,0,0,0,0,0,32.0,11.5,0,AP: 2nd Tm PFF: 2nd Tm,WakeCa00,2014
DT,Ndamukong Suh,DET,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,44.0,8.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,SuhxNd99,2014
DT,Marcell Dareus,BUF,24,3,15,15,0,0,0,0,0,0,0,0,0,0,0,36.0,10.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,DareMa00,2014
DT,Gerald McCoy,TAM,26,4,13,13,0,0,0,0,0,0,0,0,0,0,0,28.0,8.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,McCoGe99,2014
DT,Aaron Donald,STL,23,Rook,16,12,0,0,0,0,0,0,0,0,0,0,0,38.0,9.0,0,PFF: 1st Tm,DonaAa00,2014
DT,Sheldon Richardson,NYJ,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,42.0,8.0,0,PFF: 1st Tm,RichSh00,2014
DT,Kyle Williams,BUF,31,8,15,15,0,0,0,0,0,0,0,0,0,0,0,30.0,5.5,1,FW: 1st Tm All-Conf.,WillKy20,2014
DT,Muhammad Wilkerson,NYJ,25,3,13,13,0,0,0,0,0,0,0,0,0,0,0,31.0,6.0,0,PFF: 2nd Tm,WilkMu00,2014
NT,Johnathan Hankins,NYG,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,30.0,7.0,0,PFF: 2nd Tm,HankJo00,2014
OLB,Justin Houston,KAN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,60.0,22.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,HousJu00,2014
OLB,Von Miller,DEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,43.0,14.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,MillVo00,2014
OLB,Elvis Dumervil,BAL,30,8,16,2,0,0,0,0,0,0,0,0,0,0,0,28.0,17.0,0,AP: 1st Tm,DumeEl20,2014
OLB,DeAndre Levy,DET,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,117.0,2.5,1,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,LevyDe99,2014
OLB,Connor Barwin,PHI,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,14.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm,BarwCo99,2014
ILB,Bobby Wagner,SEA,24,2,11,11,0,0,0,0,0,0,0,0,0,0,0,67.0,2.0,0,AP: 1st Tm,WagnBo00,2014
ILB,C.J. Mosley,BAL,22,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,88.0,3.0,2,AP: 2nd Tm,MoslC.00,2014
ILB,Lawrence Timmons,PIT,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,87.0,2.0,0,AP: 2nd Tm,TimmLa99,2014
MLB,Luke Kuechly,CAR,23,2,16,16,0,0,0,0,0,0,0,0,0,0,0,99.0,3.0,1,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,KuecLu00,2014
MLB,C.J. Mosley,DET,31,9,15,8,0,0,0,0,0,0,0,0,0,0,0,17.0,2.5,0,FW: 1st Tm All-Conf.,MoslC.20,2014
LB,Dont'a Hightower,NWE,24,2,12,12,0,0,0,0,0,0,0,0,0,0,0,51.0,6.0,0,PFF: 1st Tm,HighDo01,2014
LB,Jamie Collins,NWE,25,1,15,15,0,0,0,0,0,0,0,0,0,0,0,74.0,4.0,2,PFF: 2nd Tm,CollJa00,2014
CB,Darrelle Revis,NWE,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,0.0,2,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,ReviDa99,2014
CB,Richard Sherman,SEA,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,45.0,0.0,4,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,SherRi00,2014
CB,Chris Harris Jr.,DEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,51.0,1.0,3,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm,HarrCh01,2014
CB,Vontae Davis,IND,26,5,15,15,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0,4,PFF: 1st Tm,DaviVo99,2014
CB,Desmond Trufant,ATL,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,53.0,0.0,3,FW: 1st Tm All-Conf.,TrufDe00,2014
CB,Brent Grimes,MIA,31,7,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,0.0,5,AP: 2nd Tm,GrimBr20,2014
CB,Orlando Scandrick,DAL,27,6,14,14,0,0,0,0,0,0,0,0,0,0,0,50.0,1.0,2,PFF: 2nd Tm,ScanOr99,2014
CB,Sean Smith,KAN,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,0.0,1,PFF: 2nd Tm,SmitSe99,2014
S,Eric Weddle,SDG,29,7,16,16,0,1,0,0,0,0,0,0,0,0,0,91.0,0.0,1,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,WeddEr99,2014
S,Earl Thomas,SEA,25,4,16,16,0,0,0,0,0,0,0,0,0,0,0,71.0,0.0,1,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,ThomEa99,2014
S,Harrison Smith,MIN,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,71.0,3.0,5,PFF: 1st Tm,SmitHa00,2014
S,Glover Quin,DET,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,57.0,0.0,7,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,QuinGl99,2014
S,Devin McCourty,NWE,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,2,FW: 1st Tm All-Conf.,McCoDe99,2014
S,Kam Chancellor,SEA,26,4,14,14,0,0,0,0,0,0,0,0,0,0,0,60.0,0.0,1,AP: 2nd Tm,ChanKa99,2014
LS,Jon Dorenbos,PHI,34,11,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,PFF: 1st Tm,DoreJo20,2014
K,Matt Bryant,ATL,39,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,bryanmat01,2014
K,Stephen Gostkowski,NWE,30,8,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,AP: 2nd Tm,GostSt20,2014
P,Pat McAfee,IND,27,5,16,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,McAfPa44,2014
P,Johnny Hekker,STL,24,2,16,0,2,2,37,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm,HekkJo00,2014
P,Kevin Huber,CIN,29,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,SN: 1st Tm,HubeKe20,2014
PR,Darren Sproles,PHI,31,9,15,0,0,0,0,0,0,57,329,6,40,387,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,SproDa00,2014
PR,De'Anthony Thomas,KAN,21,Rook,12,3,0,0,0,0,0,14,113,1,23,156,0,0.0,0.0,0,FW: 1st Tm All-Conf.,ThomDe05,2014
KR,Adam Jones,CIN,31,9,16,3,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,3,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,JonePa20,2014
KR,Jacoby Jones,BAL,30,7,16,0,0,0,0,0,0,3,16,0,9,131,0,0.0,0.0,0,SN: 1st Tm,JoneJa03,2014
KR,Devin Hester,ATL,32,8,16,1,0,0,0,0,0,6,36,1,38,504,2,0.0,0.0,0,FW: 1st Tm All-Conf.,HestDe99,2014
ST,Matthew Slater,NWE,29,6,16,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm PFF: 1st Tm,SlatMa00,2014
ST,Justin Bethel,ARI,24,2,16,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm,BethJu00,2014
ST,Emmanuel Acho,PHI,24,1,14,2,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0,0,PFF: 1st Tm,AchoEm00,2014
ST,Nick Bellore,NYJ,25,3,16,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0,PFF: 1st Tm,BellNi01,2014
ST,Nat Berhe,NYG,23,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0,PFF: 1st Tm,BerhNa00,2014
ST,Bryan Braman,PHI,27,3,16,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,PFF: 1st Tm,BramBr00,2014
ST,Morgan Burnett,GNB,25,4,15,15,0,0,0,0,0,0,0,0,0,0,0,94.0,1.5,1,PFF: 1st Tm,BurnMo99,2014
ST,Trey Burton,PHI,23,Rook,15,0,0,0,0,0,0,5,10,0,0,0,0,4.0,0.0,0,PFF: 1st Tm,BurtTr01,2014
ST,Marcus Easley,BUF,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0,PFF: 1st Tm,EaslMa00,2014
ST,Cory Harkey,STL,24,2,16,13,0,0,0,0,0,0,0,0,8,55,1,1.0,0.0,0,PFF: 1st Tm,HarkCo00,2014
ST,Andrew Jackson,IND,22,Rook,13,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.0,0,PFF: 1st Tm,JackAn02,2014
ST,Steven Johnson,DEN,26,2,14,7,0,0,0,0,0,0,0,0,0,0,0,21.0,0.5,0,PFF: 1st Tm,JohnSt02,2014
ST,Devon Kennard,NYG,23,Rook,12,6,0,0,0,0,0,0,0,0,0,0,0,36.0,4.5,0,PFF: 1st Tm,KennDe00,2014
ST,Karl Klug,TEN,26,3,16,0,0,0,0,0,0,0,0,0,1,9,0,18.0,2.0,0,PFF: 1st Tm,KlugKa00,2014
ST,Danieal Manning,HOU,32,8,16,5,0,0,0,0,0,0,0,0,0,0,0,32.0,0.0,0,PFF: 1st Tm,MannDa21,2014
ST,Josh Martin,KAN,23,1,14,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.5,0,PFF: 1st Tm,MartJo02,2014
ST,Albert McClellan,BAL,28,3,16,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0,PFF: 1st Tm,McClAl00,2014
ST,Kelcie McCray,KAN,26,1,16,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0,PFF: 1st Tm,McCrKe00,2014
ST,Jordan Poyer,CLE,23,1,16,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0,PFF: 1st Tm,PoyeJo00,2014
ST,Chase Reynolds,STL,27,1,15,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.0,0,PFF: 1st Tm,ReynCh00,2014
ST,Adam Thielen,MIN,24,Rook,16,2,0,0,0,0,0,0,0,0,8,137,1,8.0,0.0,0,PFF: 1st Tm,ThieAd00,2014
ST,Michael Thomas,MIA,24,1,8,2,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0,PFF: 1st Tm,ThomMi02,2014
ST,Jason Williams,2TM,28,5,14,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,PFF: 1st Tm,WillJa95,2014
ST,Tourek Williams,SDG,23,1,15,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.0,0,PFF: 1st Tm,WillTo00,2014
PK,Adam Vinatieri,IND,42,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,vinatada01,2014
